descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Conector perfurante (piercing) com parafusos e arruelas de aço inoxidável e contatos em cobre estanhado -Condutor principal (25 - 150mm²) - Condutor Derivação (25 até 150mm²)",5287075,46,500,ATIVO,PEÇAS,6810,13.62
"Parafuso máquina em aço galvanizado a fogo M16 – 16x250mm com porca.",5287076,82,100,ATIVO,PEÇAS,821,8.21
"Parafuso máquina em aço galvanizado a fogo M16 – 16x300mm com porca.",5287077,83,100,ATIVO,PEÇAS,949,9.49
"Parafuso máquina em aço galvanizado a fogo M16 – 16x45mm com porca.",5287078,85,50,ATIVO,PEÇAS,218.5,4.37
"Conector perfurante (piercing) 10/70mm",5287079,175,22500,ATIVO,PACOTE,83925,3.73
"Conector perfurante (piercing) 10/70mm",5287080,176,7500,ATIVO,PACOTE,27975,3.73
"Braço para luminária iluminação pública 4m de comprimento com diâmetro de 48,3mm galvanizado a fogo, com sapata, espessura 3,5mm",5287081,187,2944,ATIVO,PEÇAS,627042.56,212.99
"Braço para luminária iluminação pública 4m de comprimento com diâmetro de 48,3mm galvanizado a fogo, com sapata, espessura 3,5mm",5287082,188,206,ATIVO,PEÇAS,43875.94,212.99
"Cinta circular para poste com dois parafusos e porca 220mm, galvanizado a fogo",5287083,189,8551,ATIVO,PACOTE,246610.84,28.84
"Cinta circular para poste com dois parafusos e porca 220mm, galvanizado a fogo",5287084,190,1449,ATIVO,PACOTE,41789.16,28.84
