arquivo,data,descricao,numero,tipo
"a8ddfa32-249e-49e2-9e24-7fc85517fa78",2023-08-23,"TP 197.PMC.2023 - pavimentação asfáltica e lajotas ruas bairro primeira linha.pdf"," ",EDITAL
"06088965-7d99-4036-b62f-369edc4cf99a",2025-10-06,"ATA TP 197.PMC.2023 - 1 abertura habilitação e proposta com representantes.pdf"," ",ATAS
"5aee574e-e8ca-41aa-9cf2-0d7e2e44a7fc",2025-10-06,"ATA TP 197.PMC.2023 - 2 recebimento propostas conferidas e encaminhamento para nova proposta.pdf"," ",ATAS
"1082c570-14e9-4e05-9529-ec3ba7954ebe",2025-10-06,"ATA TP 197.PMC.2023 - 3 recebimento nova proposta prazo de recurso.pdf"," ",ATAS
"cde8a89b-fbed-4d3b-a906-54103bc27812",2025-10-06,"ATA TP 197.PMC.2023 - 4 recebidos os termos de desistencia - homologação.pdf"," ",ATAS
"1297b266-ddf3-46d0-9b83-921684e1727a",2025-10-06,"Anexo 2 - Relatório de Ensaios - Compactação e ISC.pdf"," ",ANEXOS
"bfe5487d-f0cf-420a-9ba2-b2c10a1ff14f",2025-10-06,"Relatório Projeto Executivo - PMC - ET V-REV01.pdf"," ",ANEXOS
"1168f173-bd72-40c6-ad41-a579abf9b35d",2025-10-06,"009-003-015-185-22-PE-PMC-DE-029-005_DR.pdf"," ",ANEXOS
"9e9fb699-230b-4ee0-9b8a-606716139bf1",2025-10-06,"009-003-015-185-22-PE-PMC-DE-018-005_PG.pdf"," ",ANEXOS
"7c223868-5907-4833-b33e-b58ae719b93c",2025-10-06,"009-PEX-PAV-185-22-PE-PMC-DE-026-005-SIN.pdf"," ",ANEXOS
"e0cbf4ea-4ae4-466e-87bf-01ac92fb35f8",2025-10-06,"Anexo 1_Planilha orçamentária_1ª Linha_Pontilhão_REV_03.pdf"," ",ANEXOS
"5e2c64b6-e69d-47fc-8e79-473179a82a19",2025-10-06,"Quantitativo licitação - 1ª Linha - Pontilhão.pdf"," ",ANEXOS
