descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Gerenciamento, publicação e atualização das novas legislações geradas pelo Município; Manutenção do sistema de pesquisa de normas; Acesso aos recursos e ferramentas exclusivas do portal Leis Municipais.",11259422,12,VENCEU,Mensal,22008.96,1834.08
