arquivo,data,descricao,numero,tipo
"f3ef0848-91ee-4a27-8e2e-48cc75ddf28e",2024-01-09,"PRE 312.PMC.2023 - Serviços de internet 4º BBM.pdf"," ",EDITAL
"7bdc8682-164a-41b8-9711-fc1c4c0b2e12",2025-10-03,"RELATORIO DE RESUMO DE HOMOLOGAÇÃO.pdf"," ",HOMOLOGAÇÃO
"6fe1785d-8e13-48b9-a134-5b059faad3f7",2025-10-03,"TERMO DE ADJUDICAÇÃO.pdf"," ",HOMOLOGAÇÃO
"c32d2532-c74a-40da-aa32-d019431a737e",2025-10-06,HOMOLOGAÇÃO.pdf," ",HOMOLOGAÇÃO
"eeaf9604-97b6-4ee5-8bca-c69035f0ec4d",2025-10-03,"PARECER JURIDICO - PRE 312.PMC.2023 - Serviços de internet 4º BBM - RETIFICADO.pdf"," ","PARECER JURIDICO"
"84fdac78-85d5-4428-b6de-0aa1292cd8b1",2025-10-03,"ATA PARCIAL.pdf"," ","ata de sessão"
"864de1c5-3312-4ae1-b0b9-ff87f4e4ac75",2025-10-03,"RANKING DE PROCESSO.pdf"," ","ata de sessão"
"20a68f00-2da4-4be7-93a4-96dcced70afc",2025-10-03,"VENCEDORES DO PROCESSO.pdf"," ","ata de sessão"
"c5ddbc60-edfa-45bc-9fff-fe320409b8b9",2025-10-03,"ATA FINAL.pdf"," ","ata de sessão"
"d9cfb804-682a-453f-81a5-57680f4d1552",2025-10-03,"RELATORIO DE PROPOSTA COMERCIAL DEFINITIVA.pdf"," ","ata de sessão"
"6417ec09-f252-4fe7-96ad-5bcf457022a5",2025-10-03,"ATA DE PROPOSTAS READEQUADAS.pdf"," ","ata de sessão"
"911b1a71-bbf1-4076-ae48-cb025c5f23bf",2025-10-03,"ATA DE PROPOSTAS.pdf"," ","ata de sessão"
