arquivo,data,descricao,numero,tipo
"9e211583-41d1-4921-9c49-6d6a1ec1ef2c",2023-06-02,"TP 097.PMC.2023 - construção de passeio e estacionamento centro comunitário bairro ceará.pdf"," ",EDITAL
"20a4f51f-06ab-44b1-894a-5737651e6533",2025-10-03,"Termo de Homologação e Adjudicação (unificado) 97.pdf"," ",HOMOLOGAÇÃO
"f4d84447-596e-42ab-a6ea-a17f40b39d07",2025-10-06,"ATA TP 097.PMC.2023 - 3 utilização lei 123 - cobrindo proposta do primeiro classificado.pdf"," ",ATAS
"04fb1af8-2328-4416-8d8d-c007e21bbad3",2025-10-06,"ATA TP 097.PMC.2023 - 1 abertura habilitação e propostas com representantes.pdf"," ",ATAS
"9734c591-ebfd-4b74-8c0f-db4bddea4537",2025-10-06,"ATA TP 097.PMC.2023 - 4 prorrogação prazo documento.pdf"," ",ATAS
"7b659e87-6028-4036-b272-4901051f9929",2025-10-06,"ATA TP 097.PMC.2023 - 2 recebimento proposta conferida prazo para cobrir a primeira.pdf"," ",ATAS
"2d1482c7-8827-4c7d-a00c-1d48bc7a0bd5",2025-10-06,"ATA TP 097.PMC.2023 - 5 encerramento prazo documento desclassificação empresa.pdf"," ",ATAS
"3fe50549-0f03-4a35-9a27-165d31be985d",2025-10-06,"ARQ_Folha02_Revisão - Assinado.pdf"," ",ANEXOS
"40a5dfb0-b8f7-4efc-ba18-51514b29ce1a",2025-10-06,"MEMORIAL DESCRITIVO_Passeio Publico_Assinado.pdf"," ",ANEXOS
"e26e5264-f61e-4927-8c48-c92b3d977d38",2025-10-06,"CONSTRUÇÃO DE PASSEIO E ESTACI - Memória de Cálculo ASS.pdf"," ",ANEXOS
"91c41316-eda7-4e33-a2b0-64799e01befb",2025-10-06,"CONSTRUÇÃO DE PASSEIO E ESTACI - Orçamento Analítico ASS.pdf"," ",ANEXOS
"f837cc81-6243-4b0a-8fb4-616832123a5f",2025-10-06,"CONSTRUÇÃO DE PASSEIO E ESTACI - Orçamento Sintético ASS.pdf"," ",ANEXOS
"1c866e46-fdaa-4990-8d95-857d64c10817",2025-10-06,"ARQ_Folha01_Revisão - Assinado.pdf"," ",ANEXOS
