descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Assadeira - 30,5 x 42 x 4 cm",4678363,1,350,ATIVO,UNIDADE,4504.5,12.87
"Assadeiras  59,5 x 43,5 x 3,5",4678364,2,100,ATIVO,UNIDADE,5518,55.18
"Botijão Térmico Coffee Break 12 litros",4678365,9,150,ATIVO,UNIDADE,14814,98.76
"Bule com tampa 7 litros",4678366,11,70,ATIVO,UNIDADE,10694.6,152.78
"Caixa organizadora 42,0cm x 31,0cm x 20,0cm",4678367,12,350,ATIVO,UNIDADE,12533.5,35.81
"Caixa plástica multiuso com tampa e  trava 4 litros",4678368,18,200,ATIVO,UNIDADE,2790,13.95
"Caixa plástica multiuso com tampa e trava 30 litros",4678369,21,200,ATIVO,UNIDADE,5696,28.48
"Colher de mesa toda em aço inox",4678370,32,5000,ATIVO,UNIDADE,9250,1.85
"Concha em aço inox",4678371,34,70,ATIVO,UNIDADE,609.7,8.71
"ESCORREDOR DE MACARRÃO",4678372,36,70,ATIVO,UNIDADE,4768.4,68.12
"Escumadeira em inox 38cm",4678373,37,70,ATIVO,UNIDADE,1247.4,17.82
"Faca tipo açougueiro 20cm de lâmina 8",4678374,39,70,ATIVO,UNIDADE,1274.7,18.21
"Faca de Pão de inox 8mm",4678375,42,140,ATIVO,UNIDADE,1262.8,9.02
"Garrafa térmica 1,8 L",4678376,46,70,ATIVO,UNIDADE,3472.7,49.61
"Garrafa térmica inox 1,8 litros",4678377,48,70,ATIVO,UNIDADE,5149.2,73.56
"jarra 3,8 litros",4678378,49,135,ATIVO,UNIDADE,1458,10.8
"Mesa de plástico quadrada branca",4678379,52,10,ATIVO,UNIDADE,1099.7,109.97
"Panela de pressão 7 litros",4678380,60,65,ATIVO,UNIDADE,12832.3,197.42
"Ralador  inox 6 faces",4678381,65,70,ATIVO,UNIDADE,1227.8,17.54
"Socador de feijão em polietileno",4678382,66,70,ATIVO,UNIDADE,2623.6,37.48
