arquivo,data,descricao,numero,tipo
"fc0743de-baf1-4ee5-b809-9e1d1574d5c1",2023-02-14,"PRE 006.FMS.2023 - Aquisição mobiliarios Rio Maina.pdf"," ",EDITAL
"a37a359e-7dca-4eb9-96d1-f21cb960b96b",2025-10-02,"AtaSessaoAdjudicacao_Parte1-1_20230322120845898.pdf"," ",ATAS
"8fecfeab-aa04-458f-af90-55df8c9b9ba4",2025-10-02,"AtaSessaoDisputa_Parte1-1_20230322120841396.pdf"," ",ATAS
"3c267da5-225f-4dd3-a24a-bbd7c8deb2ff",2025-10-03,"ATA HOMOLOGAÇÃO 6.pdf"," ",HOMOLOGAÇÃO
"7578226b-1d0f-4989-b9fa-cbfa0204ca06",2025-10-03,"PARECER JURIDICO - PRE 006.FMS.2023 - Aquisição mobiliarios Rio Maina.pdf"," ","PARECER JURIDICO"
