descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Alicate perfurador Ainsworth-5 furos",4222587,25,10,ATIVO,UNIDADE,700,70
"Estojo Inox Perfurado 26x12x06",4222588,72,10,ATIVO,UNIDADE,1006.4,100.64
"Sindesmótomo em aço inox",4222589,116,100,ATIVO,UNIDADE,986,9.86
"Sonda Exploradora Odontológica nº5",4222590,118,500,ATIVO,UNIDADE,3645,7.29
"Adesivo dental fotopolimerizável do tipo II",4222591,135,350,ATIVO,FRASCO,25917.5,74.05
"Antisséptico Bucal  Clorexidina 0,12%",4222592,155,250,ATIVO,FRASCO,17097.5,68.39
"Disco de lixa 16mm - 04 granulações",4222593,284,250,ATIVO,CAIXA,9095,36.38
"Edta Liquido Trissódico 17%",4222594,286,150,ATIVO,FRASCO,717,4.78
"Escova dental adulto macia",4222595,306,100,ATIVO,PACOTE,2660,26.6
"Escova dental infantil macia",4222596,307,100,ATIVO,PACOTE,2564,25.64
"Filme Periapical INFANTIL E-speed  - ultra rapido.",4222597,321,10,ATIVO,CAIXA,2109,210.9
"Fio dental bucal",4222598,329,100,ATIVO,UNIDADE,853,8.53
"Hemostático Líquido",4222599,350,50,ATIVO,UNIDADE,659.5,13.19
"Hidróxido de cálcio Pró-Análise - 10g",4222600,351,150,ATIVO,POTE,574.5,3.83
"Ionômero de vidro Restaurador FOTOpolimerizável- Cor A3.",4222601,360,300,ATIVO,kit,36000,120
"Placa de vidro lapidada 80x150x06mm para manipulação",4222602,453,100,ATIVO,UNIDADE,625,6.25
"Resina Fotopolimerizavel cor A1 - UNIVERSAL",4222603,491,350,ATIVO,SERINGA,11413.5,32.61
"Resina Fotopolimerizavel cor A2- UNIVERSAL",4222604,492,600,ATIVO,SERINGA,19566,32.61
"Resina Fotopolimerizavel cor A3- UNIVERSAL",4222605,493,550,ATIVO,SERINGA,17935.5,32.61
"Resina Fotopolimerizavel cor A3.5 - UNIVERSAL",4222606,494,400,ATIVO,SERINGA,13044,32.61
"Motor Endodôntico Elétrico",4222607,529,2,ATIVO,UNIDADE,12350,6175
