anoProcessoOrigem,cnpjOrgaoOrigem,dataAtaOrigem,dataAutorizacao,dataAvisoProcessoOrigem,dataValidadeAta,modalidadeProcessoOrigem,numeroAtaOrigem,orgaoOrigem,numeroLicitacaoOrigem,numeroProcessoOrigem
2023,82.951.328/0001-58,2023-10-26,,2023-10-26,2024-10-25,"Pregão eletrônico",185,DETRANSC,185,185
