arquivo,data,descricao,numero,tipo
"fa53bb2d-b07e-40e1-a8e5-a3ccb1af3eee",2023-12-14,"PRE 038.FMS.2023 - Manutenção de equipamentos odontológicos.pdf"," ",EDITAL
"ca5b5c34-3207-4281-adaa-30a88afcd083",2025-10-03,"ATA HOMOLOGAÇÃO 38.pdf"," ",HOMOLOGAÇÃO
"599a813f-9ca2-4ec5-8b4a-eb655e3d773b",2025-10-03,"PARECER JURIDICO - PRE 038.FMS.2023 - Manutenção de equipamentos odontológicos.pdf"," ","PARECER JURIDICO"
"676e147b-0f3d-4827-8a6a-99ffcc9bb816",2025-10-03,"TERMO DE HOMOLOGAÇÃO.pdf"," ","ata de sessão"
"c4197608-9abc-423f-bc68-81016523d7e0",2025-10-03,"ATA DE PROPOSTAS.pdf"," ","ata de sessão"
"4fae90a0-6bc0-49a2-b32d-1961e0f6598f",2025-10-03,"ATA FINAL.pdf"," ","ata de sessão"
"898ecbfe-5420-48e6-b329-3d8abab839e2",2025-10-03,"ATA PARCIAL.pdf"," ","ata de sessão"
"8488d479-4bc0-4b7a-b9cd-ce7595c62de9",2025-10-03,"TERMO DE ADJUDICAÇÃO.pdf"," ","ata de sessão"
