descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Mesa plástica quadrada",13768762,403,VENCEU,UND,26182.91,64.97
"CADEIRA PLÁSTICA",13768763,1840,VENCEU,UNI,82616,44.9
