ano,data,dataVencimento,itens,numero,ocorrencias
2023,2023-04-06,2024-04-06,"itens_77190654-b4dd-4882-b139-67d12b5a0dfe.csv",108," "
2023,2023-04-06,2024-04-06,"itens_2ac9ca85-36d9-457a-ace9-1a442e4f7d5c.csv",109," "
