descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"BARDELA EUCALIPTO 3,5 X 5 CM TRATADAA",5536908,141,4238,ATIVO,METRO,10171.2,2.4
"BARDELA EUCALIPTO 3,5 X 5 CM TRATADAA",5536909,142,1412,ATIVO,METRO,3388.8,2.4
"LINHA DE EUCALIPTO PARA ARMAÇÃO TRATADO",5536910,583,2360,ATIVO,MILILITRO,12036,5.1
"MEIA CANA DE MADEIRA PINUS OU EQUIVALENTE DA REGIAO, ACABAMENTO PARA FORRO PAULISTA, *2,5 X 2,5* CM",5536911,661,3405,ATIVO,METRO,13620,4
"MEIA-CANA PINUS TRATADO TAMANHO PADRÃO",5536912,662,2255,ATIVO,UNIDADE,9809.25,4.35
"Repartição de pinus encantilhada",5536913,877,357,ATIVO,"METRO QUADRADO",11781,33
"Repartição de pinus tratado encantilhada",5536914,878,457,ATIVO,"METRO QUADRADO",20108,44
"RIPA EUCALIPTO TRATADO 1 X 2""",5536915,879,612,ATIVO,MILILITRO,1468.8,2.4
"TÁBUA CAIXARIA DE PINUS 25/30",5536916,912,129,ATIVO,"METRO CUBICO",77400,600
"TÁBUA CAIXARIA DE PINUS 25/30",5536917,913,43,ATIVO,"METRO CUBICO",25800,600
"TÁBUA CAIXARIA DE PINUS 7/10/15/20",5536918,914,129,ATIVO,"METRO CUBICO",95460,740
"TÁBUA CAIXARIA DE PINUS 7/10/15/20",5536919,915,43,ATIVO,"METRO CUBICO",31820,740
"Tacação de pinus para forro",5536920,916,2090,ATIVO,METRO,4681.6,2.24
"TACAÇÃO DE PINUS TRATADO PARA FORRO",5536921,917,3040,ATIVO,MILILITRO,8968,2.95
