acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
1031,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,114,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,365,
1031,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,114,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,365,
1031,2023,"APLICAÇÕES DIRETAS","Salário Educação",12,114,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,365,
1031,2023,"APLICAÇÕES DIRETAS","Salário Educação",12,114,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,365,
1031,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,115,44900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,365,
1031,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,115,44900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,365,
1032,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,122,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1032,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,122,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1032,2023,"APLICAÇÕES DIRETAS","Salário Educação",12,122,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1032,2023,"APLICAÇÕES DIRETAS","Salário Educação",12,122,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1032,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,124,44900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1032,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,124,44900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1034,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,150,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1034,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,150,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1229,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,158,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1006,361,
1229,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,158,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1006,361,
1233,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,160,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1006,365,
1233,2023,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,160,33900000,"SEC. MUN. DE EDUCAÇÃO"," ",1006,365,
