arquivo,data,descricao,numero,tipo
"9d390b93-5e45-4757-bfc1-2dd438b9d834",2023-07-25,"TP 167.PMC.2023 - construção ponte em concreto sobre o rio sangão.pdf"," ",EDITAL
"39a83b63-d53d-439c-afcb-def5057f3a1e",2023-09-19,"TOMADA DE PREÇO 167.PMC.2023 Construção ponte de concreto rua Estevam Naspolini.pdf"," ",PROCESSO
"20b14adb-953a-40b8-9398-e0d2b4c273fa",2025-10-03,"PARECER JURIDICO-TP 167.PMC.2023 - construção ponte em concreto sobre o rio sangão.pdf"," ","PARECER JURIDICO"
