arquivo,data,descricao,numero,tipo
"3c227805-7396-4036-b608-3f83a67dcc88",2023-03-24,"PRE 073.PMC.2023 - RP de artefatos de concreto.pdf"," ",EDITAL
"fecd87c0-20a4-4124-abfb-49dfd7705bbd",2025-10-02,"AtaHomologacao20230412122605581.pdf"," ",HOMOLOGAÇÃO
"d8683465-c38c-44db-bf6c-8c357a844727",2025-10-02,"VencedoresProcessoAdjudicacao20230412122513731.pdf"," ",ATAS
"75166f03-c2ba-47a3-b11f-747a19f344fd",2025-10-02,"AtaSessaoDisputa_Parte1-1_20230405142128267.pdf"," ",ATAS
"2e53357a-85f4-4f22-9a04-a104a1efcf4e",2025-10-03,"PARECER JURIDICO - PRE 073.PMC.2023 - RP de artefatos de concreto.pdf"," ","PARECER JURIDICO"
"c9ec55af-b7f1-4572-a2b7-40b712ef0a99",2025-10-06,"Ata de Reunião de Julgamento de Propostas (unificado).pdf"," ","ata de sessão"
