descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"FIAT DOBLO (09 - 10) HLX 1.8 8V Flex 2010",4022153,4,1,ATIVO,UNIDADE,3743.32,32
"FIAT MOBI EASY 1.0 FLEX 4P 2018",4022154,6,39,ATIVO,UNIDADE,145989.48,32
"FIAT PALIO FASE III 4P ATTRACTIVE 1.0mpi Fire 8v Flex 2017",4022155,9,1,ATIVO,UNIDADE,3743.32,33
"FIAT SIENA FASE IV EL 1.0 Fire 8V Flex 2014",4022156,11,2,ATIVO,UNIDADE,7486.64,32
"FIAT STRADA HD WORKING CC E GASOLINA 2017",4022157,13,1,ATIVO,UNIDADE,3743.32,32
"FIAT UNO (10 - ) 2P VIVACE 1.0 Evo Flex 2014",4022158,14,1,ATIVO,UNIDADE,3743.32,35
"GM SPIN 1.8L AT PREMIER FLEX 2020 - 2022",4022159,19,3,ATIVO,UNIDADE,11229.96,33
"GM SPIN 1.8L MT PREMIER FLEX 2021 – 2022",4022160,20,6,ATIVO,UNIDADE,22459.92,32
"TOYOTA COROLLA XEI 2.0 FLEX 2018 - 2022",4022161,26,2,ATIVO,UNIDADE,7486.64,32
"VW GOL 1.6L MB5 4P (2019 - 2020)",4022162,28,8,ATIVO,UNIDADE,29946.56,36
"VW KOMBI (06-11) STANDARD 1.4 Mi Total Flex 2009 – 2011",4022163,31,7,ATIVO,UNIDADE,26203.24,30
"VW VIRTUS HL AD 4P 128CV 2019",4022164,33,1,ATIVO,UNIDADE,3743.32,33
"GM S-10 LTZ FD4A 2020",4022165,39,1,ATIVO,UNIDADE,3743.32,33
