ano,data,dataVencimento,itens,numero,ocorrencias
2023,2023-06-26,2024-06-26,"itens_4ffbe4ca-a849-43bf-a344-32a3f774b6f1.csv",88," "
2023,2023-06-26,2024-06-26,"itens_da91e7a8-8fc1-45b2-b7a9-3f6682c22ac4.csv",87," "
2023,2023-06-26,2024-06-26,"itens_dd50da0b-4646-40dc-a9fc-044be63f7b17.csv",86,"ocorrencias_a370823b-0630-4798-bb97-34db77cdf94c.csv"
2023,2023-06-26,2024-06-26,"itens_79be036c-d584-46b8-9370-7bac11ea0007.csv",85," "
2023,2023-06-26,2024-06-26,"itens_cdb55cd8-b68f-4802-b589-f846f8b5911e.csv",84,"ocorrencias_1468dc05-5ab6-4f50-9092-8df2f406541b.csv"
2023,2023-06-26,2024-06-26,"itens_dcbb1051-a246-49d0-a189-ab4c0cd34f04.csv",83," "
2023,2023-06-26,2024-06-26,"itens_77cd996f-cd86-44e2-a042-e5df8113f923.csv",82," "
2023,2023-06-26,2024-06-26,"itens_86055ce5-2ea2-4e92-b3ce-7d5858b86198.csv",81,"ocorrencias_8e47a5c4-e556-4f2c-a113-d4db3142cda0.csv"
2023,2023-06-26,2024-06-26,"itens_8f9654fe-d09b-4f76-b6c6-97e6636f6865.csv",80," "
2023,2023-06-26,2024-06-26,"itens_7c76bdeb-ae36-42d3-b4fe-75ec29ccd808.csv",79," "
2023,2023-06-26,2024-06-26,"itens_3dee81c7-4d17-46dd-a149-ac4bc3fdf7d3.csv",78," "
2023,2023-06-26,2024-06-26,"itens_64cd238e-bdec-47dd-8c44-e7b636fac223.csv",77," "
2023,2023-06-26,2024-06-26,"itens_103823c7-cc10-405b-93f5-6fdecfda573f.csv",76,"ocorrencias_5626991c-d26a-472f-8c05-d45a6e53a404.csv"
2023,2023-06-26,2024-06-26,"itens_9ad3ded3-4287-4a0c-8cdf-82f1de25c918.csv",75," "
2023,2023-06-26,2024-06-26,"itens_4996452d-8018-47ad-8c98-15a7c67f83c8.csv",74," "
2023,2023-06-26,2024-06-26,"itens_aa2cdf09-7c9a-4111-8370-edd1b452376a.csv",73," "
2023,2023-06-26,2024-06-26,"itens_45d23850-5828-4aa0-a74f-3dc2de93e519.csv",72," "
2023,2023-06-26,2024-06-26,"itens_5cd4befc-e443-4b2e-b6a6-f3e1a17fce73.csv",71,"ocorrencias_dd2d5f15-17da-40e3-8517-3e1560c4a0cb.csv"
2023,2023-06-26,2024-06-26,"itens_c3c3768f-9520-4879-aabc-2de7409ddf63.csv",70," "
2023,2023-06-26,2024-06-26,"itens_6caf2604-59be-4850-92f7-c3ae58657c70.csv",69," "
2023,2023-06-26,2024-06-26,"itens_7b27e1d8-11de-4a31-8070-ad3de0df4525.csv",68," "
2023,2023-06-26,2024-06-26,"itens_177347db-b7aa-4b52-be43-a8166a525e56.csv",67,"ocorrencias_eb9c4fbb-6f27-4d2b-bd10-a37d5a5cee0c.csv"
2023,2023-06-26,2024-06-26,"itens_7dc03a2c-a72e-4379-a068-23cd62ee6603.csv",66," "
2023,2023-06-26,2024-06-26,"itens_319fd94f-53af-42ac-8d1e-d57c37266321.csv",65," "
2023,2023-06-26,2024-06-26,"itens_0f9ef55b-8c2a-471a-a4f2-37aecfbaf1cc.csv",64," "
2023,2023-06-26,2024-06-26,"itens_20a436d7-8e7c-49c4-89c3-1ab7cbbc4740.csv",63," "
2023,2023-06-26,2024-06-26,"itens_f188b9db-c3c4-4031-b7c7-46a3ca640f3d.csv",52," "
2023,2023-06-26,2024-06-26,"itens_a88416ed-e5a3-4a9a-84e6-36182b53e3ca.csv",53," "
2023,2023-06-26,2024-06-26,"itens_f6f792af-a25c-42e4-9871-df139dae3de1.csv",54," "
2023,2023-06-26,2024-06-26,"itens_fde2e97f-10cc-46f8-9704-6f3e30b67815.csv",55,"ocorrencias_5626c793-bc03-423c-a727-707c118987c7.csv"
2023,2023-06-26,2024-06-26,"itens_f3a8c1cc-ced4-4058-8f76-70f5ceac7db3.csv",56," "
2023,2023-06-26,2024-06-26,"itens_fb82f9a2-83e0-4612-a615-f810a074b138.csv",57," "
2023,2023-06-26,2024-06-26,"itens_dea6c6dc-1bec-4042-96dd-7b48047420c5.csv",62," "
2023,2023-06-26,2024-06-26,"itens_563268b9-e722-40b0-8c56-8b99346f47a6.csv",61," "
2023,2023-06-26,2024-06-26,"itens_b319c105-c357-4f25-b327-662d13817a45.csv",60," "
2023,2023-06-26,2024-06-26,"itens_8ec8de18-1b90-4814-a967-d23f3095331c.csv",59," "
2023,2023-06-26,2024-06-26,"itens_3b0a3eff-c8ee-4985-b78c-94964677ea6d.csv",58," "
