descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Apagador, quadro negro escolar",5498941,2,500,ATIVO,UNIDADE,2200,4.4
"Apontador de lápis em plástico com reservatório",5498942,3,1000,ATIVO,UNIDADE,14000,14
"Barbante cru nº6. 1 KG",5498943,4,180,ATIVO,ROLO,3238.2,17.99
"Borracha apagadora escritas branca escolar",5498944,8,780,ATIVO,CAIXA,7363.2,9.44
"Caderno Brochurão com capa Flexível",5498945,9,15000,ATIVO,UNIDADE,52350,3.49
"Caderno Brochurão com capa Flexível",5498946,10,5000,ATIVO,UNIDADE,17450,3.49
"CAIXA ORGANIZADORA plástica 6 litros",5498947,16,100,ATIVO,UNIDADE,1329,13.29
"Cartolina com gramatura mínima 180/gm2.",5498948,22,500,ATIVO,PACOTE,33900,67.8
"Desumidificador de papel",5498949,28,10,ATIVO,UNIDADE,2890,289
"ESTILETE PROFISSIONAL",5498950,30,300,ATIVO,UNIDADE,2415,8.05
"Folha para plastificadora",5498951,39,120,ATIVO,CAIXA,6238.8,51.99
"Grampeador profissional 28 cm P/ 100 FL",5498952,46,70,ATIVO,UNIDADE,2692.9,38.47
"Lápis preto de grafite nº 2 .",5498953,55,1000,ATIVO,CAIXA,41100,41.1
"Tesoura corte ondulador",5498954,84,100,ATIVO,UNIDADE,2965,29.65
