arquivo,data,descricao,numero,tipo
"5a5ece17-e091-4113-a640-76db6ab73c18",2023-12-12,"PRE 296.PMC.2023 - RP de materiais escolares e didáticos.pdf"," ",EDITAL
"1275ebff-926b-4db7-9722-d93ead6a2cdb",2024-02-21,"TermodeHomologaoeAdjudicaounificado (93).pdf"," ",HOMOLOGAÇÃO
"d4fc7d39-1182-4154-baf2-92481b3be148",2025-10-06,"ORÇAMENTO ESTIMADO.pdf"," ","ORÇAMENTO ESTIMADO"
"eff69fb6-0894-416f-b0b3-6dd90eee366f",2025-10-06,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"f68826d1-2a5f-47b0-b771-4dbc3a4041e3",2025-10-06,"COMPROVANTE DE PUBLICAÇÃO.pdf"," ","COMPROVANTE DE PUBLICAÇÃO"
"abc05154-fa6a-4c29-9f8f-1fd8d14f95e4",2025-10-02,"AtaSessaoDisputa_Parte1-1_d9a20240216163137311.pdf"," ",ATAS
"355a7cbc-4528-4828-b03d-6f7f0bba15c4",2025-10-02,"AtaSessaoAdjudicacao_Parte1-1_d9a20240216163141402.pdf"," ",ATAS
"677e88d4-28fc-4f60-90cb-f4e35c356f52",2025-10-03,"PARECER JURIDICO - PRE 296.PMC.2023 - RP de materiais escolares e didáticos.pdf"," ","PARECER JURIDICO"
