ano_dados,arquivo,caminho,tipo_arquivo,encoding_detectado,qtd_colunas,colunas_json,tipos_inferidos_json,header_hash,linhas_amostra
2015,atasRegistroPrecos_2049c560-308b-4d86-8ccf-9f4245ecbeef.csv,data\2015\atasRegistroPrecos_2049c560-308b-4d86-8ccf-9f4245ecbeef.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,3
2015,atasRegistroPrecos_228887ab-c0c1-49cf-a4b6-03bbd9c1a769.csv,data\2015\atasRegistroPrecos_228887ab-c0c1-49cf-a4b6-03bbd9c1a769.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_250f704a-0b00-4dc4-8374-ac4c62df73ea.csv,data\2015\atasRegistroPrecos_250f704a-0b00-4dc4-8374-ac4c62df73ea.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_2953f552-b179-41dc-aceb-fb3f939de4e8.csv,data\2015\atasRegistroPrecos_2953f552-b179-41dc-aceb-fb3f939de4e8.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_4222bb5f-2d9b-417c-b086-e2a3e08d55c0.csv,data\2015\atasRegistroPrecos_4222bb5f-2d9b-417c-b086-e2a3e08d55c0.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_45b3cb22-8fea-4e3b-aacb-b0ec6373b939.csv,data\2015\atasRegistroPrecos_45b3cb22-8fea-4e3b-aacb-b0ec6373b939.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""boolean_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_4a1e2eac-e8bd-4df3-8b65-f297ec5ea930.csv,data\2015\atasRegistroPrecos_4a1e2eac-e8bd-4df3-8b65-f297ec5ea930.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""empty"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_4b134231-8331-48e1-9671-ddf5440a1011.csv,data\2015\atasRegistroPrecos_4b134231-8331-48e1-9671-ddf5440a1011.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_51ba21d7-1d8a-4864-af28-b349f629ff08.csv,data\2015\atasRegistroPrecos_51ba21d7-1d8a-4864-af28-b349f629ff08.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_584d527e-795e-4a3c-8fca-9d42959d97c8.csv,data\2015\atasRegistroPrecos_584d527e-795e-4a3c-8fca-9d42959d97c8.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_58b03e38-6430-421b-a0c1-62f7b6f09a9c.csv,data\2015\atasRegistroPrecos_58b03e38-6430-421b-a0c1-62f7b6f09a9c.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_5a7a4b93-4adb-478e-95fc-77cbb74a957e.csv,data\2015\atasRegistroPrecos_5a7a4b93-4adb-478e-95fc-77cbb74a957e.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,2
2015,atasRegistroPrecos_641c8f8a-cfc4-457d-b230-40c48b9be03f.csv,data\2015\atasRegistroPrecos_641c8f8a-cfc4-457d-b230-40c48b9be03f.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_646f81f4-8305-4238-bbe0-84aac69a7b3e.csv,data\2015\atasRegistroPrecos_646f81f4-8305-4238-bbe0-84aac69a7b3e.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,27
2015,atasRegistroPrecos_660bbd44-386c-4725-9f70-7b06c5f3ce40.csv,data\2015\atasRegistroPrecos_660bbd44-386c-4725-9f70-7b06c5f3ce40.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_6c3efafc-9753-43e7-86fe-43cf209f9bbb.csv,data\2015\atasRegistroPrecos_6c3efafc-9753-43e7-86fe-43cf209f9bbb.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,3
2015,atasRegistroPrecos_6f1395da-676e-4cb2-bac7-f50d79fd4172.csv,data\2015\atasRegistroPrecos_6f1395da-676e-4cb2-bac7-f50d79fd4172.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,10
2015,atasRegistroPrecos_6fc6ebac-14d6-437c-a2c3-7e1ca876a749.csv,data\2015\atasRegistroPrecos_6fc6ebac-14d6-437c-a2c3-7e1ca876a749.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,3
2015,atasRegistroPrecos_6fdfca2c-6803-47f5-b65f-190fb4202f00.csv,data\2015\atasRegistroPrecos_6fdfca2c-6803-47f5-b65f-190fb4202f00.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,4
2015,atasRegistroPrecos_70794377-7394-4e06-a311-72b21d2d25ce.csv,data\2015\atasRegistroPrecos_70794377-7394-4e06-a311-72b21d2d25ce.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,2
2015,atasRegistroPrecos_72efa42f-ea18-4e5c-81a4-d5e16ea674dd.csv,data\2015\atasRegistroPrecos_72efa42f-ea18-4e5c-81a4-d5e16ea674dd.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,3
2015,atasRegistroPrecos_72f65b02-4b13-4518-ac2c-1b2a4bd8a0ac.csv,data\2015\atasRegistroPrecos_72f65b02-4b13-4518-ac2c-1b2a4bd8a0ac.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,14
2015,atasRegistroPrecos_77cae88f-6027-4bfb-a9b2-8e0f01d4a267.csv,data\2015\atasRegistroPrecos_77cae88f-6027-4bfb-a9b2-8e0f01d4a267.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""empty"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_77ec1270-1476-4dd0-9d27-18d7f64ad474.csv,data\2015\atasRegistroPrecos_77ec1270-1476-4dd0-9d27-18d7f64ad474.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,10
2015,atasRegistroPrecos_78066600-44ab-482a-a191-8c0505a34719.csv,data\2015\atasRegistroPrecos_78066600-44ab-482a-a191-8c0505a34719.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,5
2015,atasRegistroPrecos_78622cad-f6e1-4b64-95f0-b202528a21a9.csv,data\2015\atasRegistroPrecos_78622cad-f6e1-4b64-95f0-b202528a21a9.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,2
2015,atasRegistroPrecos_7b0ede80-656c-45f6-8bf7-7ca2a3e2f230.csv,data\2015\atasRegistroPrecos_7b0ede80-656c-45f6-8bf7-7ca2a3e2f230.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,3
2015,atasRegistroPrecos_7bd14cc6-1cd4-4656-bd93-f8796e064559.csv,data\2015\atasRegistroPrecos_7bd14cc6-1cd4-4656-bd93-f8796e064559.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_7dfd9b82-0487-4c83-97ec-f44bde0eea7d.csv,data\2015\atasRegistroPrecos_7dfd9b82-0487-4c83-97ec-f44bde0eea7d.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_7e5d17fd-d8cd-4c14-81c5-8589d95cc3f6.csv,data\2015\atasRegistroPrecos_7e5d17fd-d8cd-4c14-81c5-8589d95cc3f6.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_8068b49b-c5a7-48f3-93da-45315de2d724.csv,data\2015\atasRegistroPrecos_8068b49b-c5a7-48f3-93da-45315de2d724.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_8795f22c-c19f-44e7-8037-098e27501c04.csv,data\2015\atasRegistroPrecos_8795f22c-c19f-44e7-8037-098e27501c04.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,22
2015,atasRegistroPrecos_8930347c-ea87-44d2-b2bc-deeb2332748e.csv,data\2015\atasRegistroPrecos_8930347c-ea87-44d2-b2bc-deeb2332748e.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,4
2015,atasRegistroPrecos_8d434f2d-38dd-4441-8e68-65daa2e59b1f.csv,data\2015\atasRegistroPrecos_8d434f2d-38dd-4441-8e68-65daa2e59b1f.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_8eddb319-2c10-4645-9123-8c10f35e9b3c.csv,data\2015\atasRegistroPrecos_8eddb319-2c10-4645-9123-8c10f35e9b3c.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_91f98e6d-97bc-4708-9b6f-4b4b56d06341.csv,data\2015\atasRegistroPrecos_91f98e6d-97bc-4708-9b6f-4b4b56d06341.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,1
2015,atasRegistroPrecos_96764a4f-bac5-4a75-a44e-f40f760cb9d4.csv,data\2015\atasRegistroPrecos_96764a4f-bac5-4a75-a44e-f40f760cb9d4.csv,atasRegistroPrecos,utf-8,6,"[""ano"", ""data"", ""dataVencimento"", ""itens"", ""numero"", ""ocorrencias""]","{""ano"": ""numeric_like"", ""data"": ""datetime_like"", ""dataVencimento"": ""datetime_like"", ""itens"": ""text"", ""numero"": ""numeric_like"", ""ocorrencias"": ""empty""}",3696ad2c3d11de9cc04fc9b6e248144766f47380,3
