arquivo,data,descricao,numero,tipo
"165c9f83-24d6-403c-8778-53533b7ac168",2024-09-30,"Dispensa nº 173.PMC.2024 - Elaboração laudos ambientais no trabalho.pdf"," ",EDITAL
"0c40e86d-1c1c-4347-9b67-9ae059bfa4b4",2025-10-06,"AUTORIZAÇÃO DA AUTORIDADE COMPETENTE.pdf"," ","AUTORIZAÇÃO DA AUTORIDADE COMPETENTE"
"950b6222-a748-4ae0-8808-2fe662c76065",2025-10-06,"COMPROVANTE DE PUBLICAÇÃO.pdf"," ","COMPROVANTE DE PUBLICAÇÃO"
"12d3b374-4cdc-48a6-ae11-b02c89855fff",2025-10-06,"FORMALIZAÇÃO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"8ead0364-0463-43f7-ba9f-fff0c2cda317",2025-10-06,"JUSTIFICATIVA DO PREÇO.pdf"," ","JUSTIFICATIVA DO PREÇO"
"5d2f925b-c3bd-41b7-a425-50017f3291a6",2025-10-06,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"41cfba45-88cf-411c-a6cf-cf41357c5060",2025-10-06,"JUSTIFICATIVA DE DISPENSA.pdf"," ","JUSTIFICATIVA DE DISPENSA"
"2ba4fb57-1882-4b4c-b93f-76d585ff328c",2025-10-06,"RAZÃO DE ESCOLHA DO CONTRATADO.pdf"," ","RAZAO DE ESCOLHA DO CONTRATADO"
"35061427-b8b3-4e08-953e-e66422ca7a16",2025-10-03,"PARECER JURIDICO - Dispensa nº 173.PMC.2024 - Elaboração laudos ambientais no trabalho.pdf"," ","PARECER JURIDICO"
"2aea677e-28ec-4da9-974d-9865ed6ef5c6",2025-10-06,"Termo de Homologação e Adjudicação (unificado) (2).pdf"," ",HOMOLOGAÇÃO
