arquivo,data,descricao,numero,tipo
"f181fb8e-a1f5-4aa1-936d-15f4b6635959",2024-11-19,"CPE_094.PMC.2024_-_construcao_do_centro_comunitario_do_bairro_vila_macarini_assinado.pdf"," ",EDITAL
"4084430f-5dd7-45a5-b014-3dd73cd7a06d",2025-10-03,Orcamento.pdf," ","ORÇAMENTO ESTIMADO"
"bdbb6553-2982-43cf-89c7-6f592e0b84c8",2025-10-03,PROJETO.pdf," ","PROJETO EXECUTIVO"
"2eebd19f-12ed-4960-a0d5-241fa42de641",2025-10-03,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"2ab00db0-6de6-4c19-be5d-a63cee6e0618",2025-10-02,Orçamento.zip," ",ANEXOS
"f90a6a67-8dd0-4313-a41f-d5c4cdd0fb7a",2025-10-02,"Memorial Descritivo.zip"," ",ANEXOS
"2fbb0fb0-edc6-4afc-a048-88d7ac2a2a7b",2025-10-03,ETP.pdf," ",ANEXOS
"caa286cf-dd7d-4b69-b72e-699cc67d32e1",2025-10-03,"Ata Sessao Adjudicacao.pdf"," ",ATAS
"1ba17763-7b7e-4880-a283-b2d2041eff43",2025-10-03,"Ata Sessao Disputa.pdf"," ",ATAS
"d7f7c732-16b8-48d9-babf-46f670c227ee",2025-10-03,"Ata Homologacao.pdf"," ",HOMOLOGAÇÃO
"efeba21f-fb0d-4264-91a0-29c4b3a7496d",2025-10-03,"PARECER JURIDICO - CPE 094.PMC.2024  - construção do centro comunitário do bairro vila macarini.pdf"," ","PARECER JURIDICO"
