descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"TRATOR CORTADOR DE GRAMA, com as seguintes especificações mínimas: potencia mínima do motor: 19 hp; Transmissão: manual de 07 velocidades (seis a frente e uma a ré); Combustível: gasolina; Capacidade mínima tanque de combustível: 5,70 lt; Capacidade do Carter igual ou superior: 1,3 lt; Sistema de partida: elétrica; Largura do corte mínimo: 106 cm; Descarga de grama: Lateral. Garantia mínima de 12 meses.",14569129,2,PERDEU,UND,42600,21300
