descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Troféu Personalizado 4BBM",14754853,75,PERDEU,UND,12427.5,165.7
"Chaveiro personalizado 4BBM",14754855,1500,VENCEU,UNID,5400,3.6
