descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"FIAT SCUDO CARGO TD 2023",6425348,10,1,ATIVO,UNIDADE,1851.85,61
"HYUNDAI HB20 S10 TM PLATIN 2022",6425349,22,2,ATIVO,UNIDADE,3703.7,59.99
"HYUNDAI HR HDB 2013 - 2020",6425350,23,8,ATIVO,UNIDADE,14814.8,61
"IVECO CAMIN. FURGÃO DAILY 35s14 HDG FURGÃO 2018",6425351,24,1,ATIVO,UNIDADE,1851.85,61
"KIA BONGO K2500 LD 2009",6425352,25,1,ATIVO,UNIDADE,1851.85,61.99
"M. BENZ CDI SPRINTER TCA AMB 2019 – 2021",6425353,29,4,ATIVO,UNIDADE,7407.4,61
"RENAULT MASTER ROTANAMB FURGÃO 2.5 16v Diesel 2016",6425354,40,2,ATIVO,UNIDADE,3703.7,61
"FORD/CARGO 1723B 2020",6425355,52,1,ATIVO,UNIDADE,1851.85,51
"FORD/CARGO 2622 E(Nacional) 2009",6425356,53,9,ATIVO,UNIDADE,16666.65,50
"FORD/CARGO 2631 6X4(Nacional) 2019",6425357,54,2,ATIVO,UNIDADE,3703.7,56
"IVECO/CITYCLASS 70C17 (Nacional) 2014",6425358,60,1,ATIVO,UNIDADE,1851.85,52
"IVECO/CITYCLASS 70C17 (Nacional) 2016",6425359,61,1,ATIVO,UNIDADE,1851.85,52
"SCANIA/K113 TL 6X2 360 (Nacional) 1997",6425360,69,1,ATIVO,UNIDADE,1851.85,50
"VW/ÔNIBUS/15.190 EOD E.S.ORE (Nacional) 2011 – 2013",6425361,70,5,ATIVO,UNIDADE,9259.25,50
"VW/8.150E DELIVERY(Nacional) 2008",6425362,77,3,ATIVO,UNIDADE,5555.55,50
"VW/CONSTELLATION 17.230(Nacional) 2020",6425363,79,1,ATIVO,UNIDADE,1851.85,50
"VW/NEOBUS THUNDER(Nacional) 2003",6425364,81,2,ATIVO,UNIDADE,3703.7,50
"VW/NEOBUS MINI TR ESCOLAR 2020",6425365,83,3,ATIVO,UNIDADE,5555.55,50
