arquivo,data,descricao,numero,tipo
"2bc23167-6e6e-46f4-88aa-882d9996f6d4",2024-12-13,"PRE 213.PMC.2024 - RP de peças e serviços manutenção veículos 9ºBPM.pdf"," ","edital retificado"
"abdbaeab-3a30-4c87-ab85-ece1ba29c576",2025-10-03,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"233bcbc9-12c8-4070-8233-19cb26b611ac",2025-10-03,"ETP ESTUDO TECNICO PRELIMINAR.pdf"," ",ETP
"1b26c1ef-5eac-4361-9298-7ffedde994fc",2025-01-17,"1._FORMALIZACAO_DE_DEMANDA_assinado.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"3cba1c4e-daf2-41fd-b0e1-b753b16e2ce4",2025-10-03,"Ata Sessao Final.pdf"," ",ATAS
"f77c5d08-905d-4102-b0cb-756a8124050c",2025-10-03,"Ata Adjudicacao.pdf"," ",ATAS
"38eac128-036b-4578-a820-66e07193f580",2025-10-02,"RECURSO RECUPERACHOQUE.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"ec3e36e8-e028-44ff-8889-cb02d331a265",2025-10-02,"Parecer Jurídico 047.2025.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"169200df-871f-4643-a524-501acb8bb3b4",2025-10-02,"RECURSO ADMINISTRATIVO ASSINADO.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"6e37a1d5-36cb-4b99-a02f-e21771852a27",2025-10-03,"Ata Homologação.pdf"," ",HOMOLOGAÇÃO
"e93b68cf-dea2-4fcf-a2e9-23be98bedeb6",2025-10-03,"PARECER JURIDICO - PRE 213.PMC.2024 - RP de peças e serviços manutenção veículos 9ºBPM.pdf"," ","PARECER JURIDICO"
