descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Kit posicionador para RX adulto",5759824,90,5,ATIVO,kit,249.9,49.98
"Babador Impermeável  para uso  odontológico – Pacote com 100 und. descartável.",5759826,158,1700,ATIVO,PACOTE,28560,16.8
"Caixa Para Aparelho Ortodôntico sortidos",5759828,226,200,ATIVO,EMBALAGEM,3116,15.58
"Cimento dentário reparador (MTA) agregado trióxido mineral",5759829,240,50,ATIVO,UNIDADE,6250,125
"Envelope auto selante 50x130mm",5759831,294,2500,ATIVO,CXA,24750,9.9
"Envelope auto selante 90X260mm",5759833,295,2500,ATIVO,CAIXA,33250,13.3
"Ionômero de vidro Restaurador FOTOpolimerizavel – IONOFAST",5759835,351,500,ATIVO,kit,28750,57.5
"Ionômero de vidro Restaurador FOTOpolimerizável- Cor A3.",5759837,352,300,ATIVO,kit,41520,138.4
"Isqueiro a gás",5759839,353,100,ATIVO,UNIDADE,674,6.74
"Kit Completo para Polimento de Resina",5759841,354,150,ATIVO,kit,9825,65.5
"kit cirúrgico estéril descartável",5759843,355,3000,ATIVO,kit,59700,19.9
"Lençol de borracha puro látex 13,5x13,5cm",5759845,358,300,ATIVO,CAIXA,6723,22.41
"Ponta de seringa tríplice descartável",5759847,451,3000,ATIVO,EMBALAGEM,98100,32.7
"Saco plástico SACOLÉ",5759849,489,250,ATIVO,PACOTE,5725,22.9
"Spray congelante -50º / 200ml para teste de vitalidade pulpa",5759850,495,170,ATIVO,FRASCO,5304,31.2
"Sugador de saliva descartável 150mm x 0,65mm",5759852,498,3000,ATIVO,PACOTE,18900,6.3
