arquivo,data,descricao,numero,tipo
"6e9d300a-f89f-4965-aeef-4414990c2a29",2024-11-07,"CPE 197.PMC.2024  - conclusão das obras  de construção do complexo funerário.pdf"," ",EDITAL
"83de4506-036c-4ac0-905d-634140c8c215",2025-10-03,"FORMALIZAÇÃO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"da41eb9e-61a3-4b6f-98ef-da18657d2bc1",2025-10-03,"ORÇAMENTO ESTIMADO.pdf"," ","ORÇAMENTO ESTIMADO"
"7f6566c8-2f82-46f1-9b02-d76f104a47c5",2025-10-03,"PROJETO EXECUTIVO.pdf"," ","PROJETO EXECUTIVO"
"d6ed79ab-8fa2-473e-899a-a222da9819d4",2025-10-03,"ESTUDO TECNICO PRELIMINAR.pdf"," ","ESTUDO TECNICO PRELININAR"
"4854105d-0a4d-4d7e-a677-5efc73f95e94",2025-10-03,ANEXOS.zip," ","ESTUDO TECNICO PRELININAR"
"ede2c25b-f017-4be2-8fd0-c4eb8b99642b",2025-10-03,"Ata Adjudicacao.pdf"," ",ATAS
"4a232e82-6507-4d79-b18c-3468635b1605",2025-10-03,"Ata Sessao Final.pdf"," ",ATAS
"71d30586-b22e-4c2c-8b9d-55b4aadc150a",2025-10-03,"Ata Homologacao.pdf"," ",HOMOLOGAÇÃO
"1c3fb7b6-bbdc-4da3-8804-272af77817e4",2025-10-03,"PARECER JURIDICO - CPE 197.PMC.2024  - conclusão construção do complexo funerário.pdf"," ","PARECER JURIDICO"
