arquivo,data,descricao,numero,tipo
"2ac38ee6-bc24-41f7-b87e-8ea63eb5ca49",2025-10-06,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"54d04291-bf1c-471a-839b-3d71a105fcd3",2025-10-06,"JUSTIFICATIVA DO PREÇO.pdf"," ","JUSTIFICATIVA DO PREÇO"
"e664c2e5-5eaf-4046-ab29-b17f3c7927e5",2025-10-06,"RAZÃO DE ESCOLHA DO CONTRATADO (1).pdf"," ","RAZAO DE ESCOLHA DO CONTRATADO"
"6cebcada-b68b-4ac0-b5df-c52ffe5bc37e",2025-10-06,"JUSTIFICATIVA DE INEXIGIBILIDADE.pdf"," ","JUSTIFICATIVA DE INEXIGIBILIDADE"
"bf25bb7e-e028-4ad8-99c5-76c949636072",2025-10-06,"FORMALIZAÇÃO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"b5239f33-8bef-4c12-8f84-13ee577b14df",2025-10-06,"COMPROVANTE DE PUBLICAÇÃO.pdf"," ","COMPROVANTE DE PUBLICAÇÃO"
"38a9a521-88a2-4c52-b968-2feb31f0ac0b",2025-10-06,ETP.pdf," ",ETP
"5af3624f-a488-4df8-a7e2-0ba687766e6a",2025-10-06,"COMPROVAÇÃO DE HABILITAÇÃO.pdf"," ","COMPROVAÇÃO DE HABILITAÇÃO"
"c94ca280-87e9-4525-a4e1-1de805290409",2025-10-06,"AUTORIZAÇÃO DA AUTORIDADE COMPETENTE.pdf"," ","AUTORIZAÇÃO DA AUTORIDADE COMPETENTE"
"c3fbda4c-5213-4768-bbde-3ae7d8cff53f",2025-10-03,"PARECER JURIDICO - Inexigibilidade nº 152.PMC.2024 - Palestra Fazenda Nikola Tesla - VIABILIZA - 269.pdf"," ","PARECER JURIDICO"
