acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
1013,2024,"APLICAÇÕES DIRETAS","Convênio de Trânsito - Prefeitura",15,17,33900000,"PREFEITURA MUNICIPAL DE CRICIÚMA"," ",1001,451,
1029,2024,"APLICAÇÕES DIRETAS","Transf. de Convênios Estado Não rel. educ/saude/assist. social",6,105,33900000,"SEC. MUN. DA FAZENDA"," ",1004,181,
1083,2024,"APLICAÇÕES DIRETAS","Recursos Ordinários",4,209,33900000,"SEC. M. DE INFRAEST.,PLANEJ. E MOBILIDADE URBANA"," ",1017,122,
1045,2024,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Saúde",10,5,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1049,2024,"APLICAÇÕES DIRETAS","Transf. do SUS/União",10,10,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,304,
1050,2024,"APLICAÇÕES DIRETAS","Transf. do SUS/União",10,13,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1051,2024,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Saúde",10,16,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1052,2024,"APLICAÇÕES DIRETAS","Transf. do SUS/União",10,19,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,305,
1055,2024,"APLICAÇÕES DIRETAS","Transf. do SUS/União",10,31,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1207,2024,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Saúde",10,57,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,305,
1223,2024,"APLICAÇÕES DIRETAS","Recursos Ordinários",18,66,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1020,122,
1067,2024,"APLICAÇÕES DIRETAS","Transf. do Sist. Unico de Assist. Social-SUAS/União",8,7,33900000,UNESC," ",1014,244,
