ano,data,dataVencimento,itens,numero,ocorrencias
2025,2025-01-10,2026-01-10,"itens_6f83d6c4-d771-4846-9fa0-982390d754d7.csv",25," "
2025,2025-01-10,2026-01-10,"itens_53196fad-b329-465a-bd1f-b40b6b454b2f.csv",24," "
2025,2025-01-10,2026-01-10,"itens_b0b45437-fb5b-4656-bef0-e09563b3270d.csv",23," "
2025,2025-01-10,2026-01-10,"itens_b16a824b-8b88-4811-b3e5-e0afbedf6627.csv",22," "
2025,2025-01-10,2026-01-10,"itens_5d03cd55-1d40-4db7-a225-20f523e5a781.csv",21," "
2025,2025-01-10,2026-01-10,"itens_e4d85f9f-1a54-439f-b78c-b4e3fec78c52.csv",20," "
2025,2025-01-10,2026-01-10,"itens_51ec80e1-a743-4bf9-9b9b-554cfccdebe3.csv",19," "
2025,2025-01-10,2026-01-10,"itens_66fc71ba-91b2-42a5-a4d9-1be13e056839.csv",18," "
2025,2025-01-10,2026-01-10,"itens_5f0ccfbd-31d8-479c-8af9-db1d63baf898.csv",17," "
2025,2025-01-10,2026-01-10,"itens_22df9a75-7202-4cf2-88c3-5eb10c06aa16.csv",16," "
2025,2025-01-10,2026-01-10,"itens_b1081610-36b1-41e1-bb39-fe0dfb077caf.csv",15," "
2025,2025-01-10,2026-01-10,"itens_cc5bc60d-00e4-45a0-924f-dd2fb19a0ef0.csv",14," "
2025,2025-01-10,2026-01-10,"itens_8f91fd28-d31e-44db-b3e4-fb1c0d4264d0.csv",13," "
2025,2025-01-10,2026-01-10,"itens_def93c35-3dd1-4589-b8a4-8154e30ac56b.csv",12," "
2025,2025-01-10,2026-01-10,"itens_e3ea09aa-db9a-494b-8c17-a16e6b17d7b1.csv",11," "
2025,2025-01-10,2026-01-10,"itens_5d6bd6c6-a8b9-4452-a896-ffcdc1a83a29.csv",10," "
2025,2025-01-10,2026-01-10,"itens_090ec7de-3311-4770-af2c-5712ff39eefe.csv",9," "
2025,2025-01-10,2026-01-10,"itens_06441119-df1b-486f-8453-a1e375076d9a.csv",8," "
2025,2025-01-10,2026-01-10,"itens_306183f4-9010-4c8e-b932-8afe9ffe4ed4.csv",7," "
2025,2025-01-10,2026-01-10,"itens_d17f914c-a98f-45de-8596-eef8d019536e.csv",6," "
2025,2025-01-10,2026-01-10,"itens_b7a57334-68d2-401e-81bb-5176b2f9f4a1.csv",5," "
2025,2025-01-10,2026-01-10,"itens_78b33a17-4170-4442-be9d-97cb25d6f58e.csv",4," "
2025,2025-01-10,2026-01-10,"itens_25509613-7695-49f1-93a9-3f3023111e56.csv",3," "
2025,2025-01-10,2026-01-10,"itens_5683e7ad-1ee6-4269-98db-a485b26508ef.csv",2," "
2025,2025-01-10,2026-01-10,"itens_766833ce-7324-42d8-b5f4-bb8ce2a3bfe1.csv",1," "
