arquivo,data,descricao,numero,tipo
"8c47d913-dcae-4dd5-8d7a-b945959430b3",2024-06-13,"CPE 020.PMC.2024  - execução de acessibilidade nos bairros são defende, metropol e quarta linha.pdf"," ",EDITAL
"b5e40493-6061-4982-8d6c-dfddfffe3996",2024-07-24,"PLANILHA MÚLTIPLA V3.0.5 (1).xls"," ","ORÇAMENTO ESTIMADO"
"54fea20b-6599-4165-9b37-b3fb827fd3ed",2024-07-19,ART.pdf," ","PLANO E TRABALHO"
"2d209cc1-322c-473c-a602-512af512586c",2024-07-19,"Formalização de Demanda.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"4029e7f9-7615-489d-afd9-08e64c4c38ec",2024-07-19,"Relatorio_Projeto_Executivo_-_PMC_-_Acessibilidade_REV01_assinado.pdf"," ","PROJETO EXECUTIVO"
"ddbbc641-5931-409f-8ed0-c591ac24b01e",2025-10-02,"4_-_ETP_ACESSIBILIDADE_assinado_assinado.pdf"," ","ESTUDO TECNICO PRELININAR"
"b6dc771c-d58f-4c5f-af1b-e0f31c0f2b9c",2025-10-03,"HOMOLOGAÇÃO E ADJUDICAÇÃO.pdf"," ",HOMOLOGAÇÃO
"98589ec4-9ca5-4eda-aab9-7471fdecece9",2025-10-03,"PARECER JURIDICO - CPE 020.PMC.2024  - execução de acessibilidade nos bairros são defende, metropol e quarta linha.pdf"," ","PARECER JURIDICO"
"31e149e5-f192-4f49-9d7a-aaba125c313e",2025-10-03,"ATA DE JULGAMENTO.pdf"," ","ata de julgamento"
"3a5136a1-e158-4f37-a644-108377aeda36",2025-10-03,"ATA DE ADJUDICACAO.pdf"," ","ata de julgamento"
