arquivo,data,descricao,numero,tipo
"7a90cd5a-c4d1-48ca-8064-7e710d7bcb0e",2025-03-24,"PRE_167.PMC.2024_-_Servicos_de_manutencao_e_reforma_escolas_assinado.pdf"," ",EDITAL
"9da3dc33-fa97-4aa3-9019-b81bd4bcd7c4",2025-10-06,"COMPROVANTE DE PUBLICAÇÃO.pdf"," ","COMPROVANTE DE PUBLICAÇÃO"
"d92e655b-2bb1-48c8-9866-b3e0ec8527bf",2025-10-06,ETP.pdf," ","ESTUDO TECNICO PRELININAR"
"2fc73481-504c-443c-b17c-c8609479e577",2025-10-06,"FORMALIZAÇÃO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"2bcc89a7-36e2-40b0-9090-15c298b71283",2025-10-06,"TERMO DE REFERENCIA.pdf"," ",ART
"c3b507c4-178c-4703-a25b-3d89f6b19e65",2025-10-06,"PROJETO EXECUTIVO.pdf"," ","PROJETO EXECUTIVO"
"5c269a99-00bb-4f12-a6f1-19c65a3bf5eb",2025-10-06,"Ata Sessao Final.pdf"," ",ATAS
"1a26baa5-50f8-4185-b46a-d438d4a8824e",2025-10-06,"Ata Adjudicacao.pdf"," ",ATAS
"6958ecfa-6152-4132-b118-0d0452ee0fe9",2025-10-06,"Ata Homologacao.pdf"," ",HOMOLOGAÇÃO
"eb4121cb-1728-4f89-8aec-f165ba60d07b",2025-10-03,"PARECER JURIDICO - PRE 167.PMC.2024 - Serviços de manutenção e reforma escolas.pdf"," ","PARECER JURIDICO"
