descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Carvão vegetal para churrasco embalagem 5 kg.",6312880,191,40,ATIVO,PACOTE,880,22
"Caixa Organizadora com Tampa de Plástico 10 Litros 41x29x14cm Incolor resistente com trava.",6312881,195,8,ATIVO,UNIDADE,201.52,25.19
"Faca descartável de sobremesa pacote com 50 unidades",6312882,202,10,ATIVO,PACOTE,84,8.4
"Garfo descartável pacote com 50 unidades",6312883,205,10,ATIVO,PACOTE,70,7
"Saco de papel para pipoca 7,5x14cm. Em pacotes com 50 unidades.",6312884,216,120,ATIVO,PACOTE,336,2.8
"Calça feminina, cor branca, tecido leve e resistente. Tamanhos diversos. Tecido que permita boa transpiração.",6312885,221,8,ATIVO,UNIDADE,500.32,62.54
