descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Diazepam 5mg/mL solução injetável, ampola 2ml.",6570372,95,4000,ATIVO,AMP,3108.4,0.7771
"Hidrocortisona 100mg pó para suspensão injetável.",6570373,146,3000,ATIVO,"Frasco ampola",9882,3.294
"Ivermectina 6mg cpr, em blister.",6570374,157,60000,ATIVO,COMPRIMIDO,13740,0.229
"Permetrina 10mg/mL loção, frasco 60ml.",6570375,213,12000,ATIVO,FRASCO,22680,1.89
"Sulfadiazina de prata 1% pomada, pote com 400g.",6570376,231,200,ATIVO,POTE,6200,31
"Sulfametoxazol 200mg+ Trimetoprima 40mg/5mL, suspensão oral, frasco 100ml.",6570377,233,3800,ATIVO,FRASCO,11818,3.11
"Cetoprofeno 100mg, sol. Injetavel 2ml.",6570378,256,14000,ATIVO,AMP,17500,1.25
"Suxametonio, cloridrato 100mg.",6570379,258,600,ATIVO,"Frasco ampola",14652,24.42
"Nitroprusseto de sodio 25mg/ml amp 2ml.",6570380,260,200,ATIVO,AMP,3499.8,17.499
