descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Ácido folinico 15mg cpr, em blister.",6570195,8,3000,ATIVO,COMPRIMIDO,5850,1.95
"Adenosina 3mg/mL, injetável, ampola 2ml.",6570196,13,2000,ATIVO,AMP,20918.6,10.4593
"Epinefrina 1mg/mL (adrenalina), injetável, ampola 1ml.",6570197,14,5000,ATIVO,AMP,5099.5,1.0199
"Água destilada 10mL ampola.",6570198,15,30000,ATIVO,AMP,5982,0.1994
"Aminofilina 100mg, em blister.",6570199,21,1000,ATIVO,COMPRIMIDO,69,0.069
"Aminofilina 24mg/mL, injetável, ampola 10ml.",6570200,22,200,ATIVO,AMP,924.98,4.6249
"Amoxicilina 250mg+ Ácido clavulânico 62,5mg/mL, acompanha copo-medida, 75ml após reconstituição",6570201,27,20000,ATIVO,FRASCO,265954,13.2977
"Atenolol 50mg cpr, em blister.",6570202,32,1500000,ATIVO,COMPRIMIDO,65400,0.0436
"Atropina 0,25mg/mL, injetável, ampola 1ml.",6570203,33,4000,ATIVO,AMP,3499.2,0.8748
"Brometo de N-butilescopolamina 20mg/mL injetável, ampola 1ml.",6570204,45,10000,ATIVO,AMP,9599,0.9599
"Brometo de N-butilescopolamina 4mg/mL + dipirona sódica 500mg, injetável, ampola 5ml.",6570205,46,14000,ATIVO,AMPOLA,18358.2,1.3113
"Captopril 25mg cpr, em blister.",6570206,52,1200000,ATIVO,COMPRIMIDO,25080,0.0209
"Carvedilol 12,5 mg cpr, em blister.",6570207,59,250000,ATIVO,COMPRIMIDO,20225,0.0809
"Carvedilol 25 mg cpr, em blister.",6570208,60,280000,ATIVO,COMPRIMIDO,31892,0.1139
"Carvedilol 3,125 mg cpr, em blister.",6570209,61,60000,ATIVO,COMPRIMIDO,4842,0.0807
"Carvedilol 6,25 mg cpr, em blister.",6570210,62,180000,ATIVO,COMPRIMIDO,13734,0.0763
"Ceftriaxona 1G intramuscular (IM) injetável.",6570211,66,1500,ATIVO,"Frasco ampola",6924.75,4.6165
"Cimetidina 150mg/ml, ampola 2ml.",6570212,68,8000,ATIVO,AMPOLA,7277.6,0.9097
"Claritromicina 500mg capsula ou comprimido, em blister.",6570213,71,90000,ATIVO,COMPRIMIDO,156132,1.7348
"Clindamicina 300mg capsula, em blister.",6570214,72,8000,ATIVO,CAPSULA,7219.2,0.9024
"Cloreto de sódio 0,9%, sistema ABERTO, frasco 250ml.",6570215,82,32000,ATIVO,FRASCO,61440,1.92
"Cloreto de sódio 0,9%, ampola 10ml.",6570216,83,28000,ATIVO,AMP,6157.2,0.2199
"Clorpromazina, cloridrato 100mg cpr. Acondicionado de forma unitarizada, delimitada por picotes,  constando em cada unidade de comprimido a seguinte informação: nome do princípio ativo, dosagem, lote e validade.",6570217,85,450000,ATIVO,COMPRIMIDO,134955,0.2999
"Clorpromazina, cloridrato 5mg/mL, injetável, ampola 5ml.",6570218,88,300,ATIVO,AMP,584.97,1.9499
"Dexametasona, fosfato de dissódico 4mg/ml injetável, ampola 2,5mL.",6570219,91,25000,ATIVO,AMPOLA,22565,0.9026
"Dexametasona 4mg cpr, em blister.",6570220,92,20000,ATIVO,COMPRIMIDO,3558,0.1779
"Diclofenaco sódico 25mg/mL, ampola 3ml.",6570221,96,15000,ATIVO,AMP,12484.5,0.8323
"Dipirona 500mg/ml, injetável, ampola 2ml.",6570222,103,26000,ATIVO,AMP,17825.6,0.6856
"Dopamina 5mg/ml, injetável, ampola 10ml.",6570223,105,500,ATIVO,AMP,1474.95,2.9499
"Doxazosina 2 mg cpr, em blister.",6570224,106,400000,ATIVO,COMPRIMIDO,27160,0.0679
"Espironolactona 25mg cpr, em blister.",6570225,115,800000,ATIVO,COMPRIMIDO,136720,0.1709
"Fenobarbital 100mg cpr, em blister.",6570226,120,420000,ATIVO,COMPRIMIDO,58758,0.1399
"Fentanila 0,05mg/ml, injetável, ampola 2mL.",6570227,123,3000,ATIVO,AMP,5662.2,1.8874
"Fitomenadiona 10mg/mL , injetável, ampola 1ml.",6570228,126,300,ATIVO,AMP,499.92,1.6664
"Fluconazol 150mg capsula.",6570229,127,70000,ATIVO,CAPSULA,29253,0.4179
"Fluoxetina, cloridrato 20mg capsula, em blister.",6570230,130,2000000,ATIVO,CAPSULA,124000,0.062
"Furosemida 10mg/mL injetável, ampola 2ml.",6570231,132,5000,ATIVO,AMP,3499.5,0.6999
"Glibenclamida 5mg cpr, em blister.",6570232,134,1200000,ATIVO,COMPRIMIDO,43200,0.036
"Glicose 25% , ampola 10ml.",6570233,136,4000,ATIVO,AMP,1831.6,0.4579
"Glicose 50%, ampola 10ml.",6570234,137,5000,ATIVO,AMP,2291.5,0.4583
