arquivo,data,descricao,numero,tipo
"56a1bd2d-b726-4e56-b666-67894a1397a5",2024-10-28,"PRE 187.PMC.2024 - RP equipamentos de TI (saúde).pdf"," ",EDITAL
"d57c290b-4e09-4b86-8b8b-8dd245bd6d53",2025-10-03,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"f65ae0e0-0e8e-4544-9a3a-a8e9406cc7ee",2025-10-03,"FORMALIZAÇÃO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"2720ad8d-103b-451b-a9a7-40ee8c6b216c",2025-10-03,"ORÇAMENTO ESTIMADO.pdf"," ","ORÇAMENTO ESTIMADO"
"fc0d64f0-8735-4939-b363-f2531469ad04",2025-10-03,"Ata Adjudicacao.pdf"," ",ATAS
"8ccbe6ad-9408-457e-8bee-6bbd9a0a09ec",2025-10-03,"Ata Sessao Final.pdf"," ",ATAS
"a83298a0-2174-41d2-a867-23c89a77473e",2025-10-03,"Ata Homologacao.pdf"," ",HOMOLOGAÇÃO
"86ed1e22-517f-4bec-85c9-2f6248e39cd0",2025-10-02,"IMPUGNAÇÃO CENTRINUS.pdf"," ",IMPUGNAÇÃO
"1387b035-7bb2-435c-b8e0-0ca557c6da77",2025-10-02,"IMPUGNAÇÃO 3IP.pdf"," ",IMPUGNAÇÃO
"5343454f-9e2f-42ca-8245-6c5781da96e4",2025-10-02,"IMPUGNAÇÃO CENTRINUNS.pdf"," ",IMPUGNAÇÃO
"6cc3dd69-153c-429e-85cc-1bfe7d0449bd",2025-10-02,"RESPOSTA IMPUGNAÇÃO 3IP.pdf"," ",IMPUGNAÇÃO
"673bac5f-59dd-4252-bec7-507c3867f99b",2025-10-03,"PARECER JURIDICO - PRE 187.PMC.2024 - RP equipamentos de TI (saúde).pdf"," ","PARECER JURIDICO"
