arquivo,data,descricao,numero,tipo
"290d26e0-b444-4282-a3bf-2c89269d2a48",2024-08-23,"Dispensa Eletrônica 159.PMC.2024 - Aquisição de cortador de grama.pdf"," ",EDITAL
"a82d4747-68a9-4bb0-9c03-f8c4aeb44719",2025-10-06,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"ae09ca86-ed9a-46f6-aafa-3f3401401cae",2025-10-06,"FORMALIZAÇÃO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"84402b31-1629-4328-99fa-b86499222da6",2025-10-06,"COMPROVAÇÃO DE HABILITAÇÃO.pdf"," ","COMPROVAÇÃO DE HABILITAÇÃO"
"655f4768-c661-4a53-856f-4b0a788c71ab",2025-10-06,ETP.pdf," ","ESTUDO TECNICO PRELININAR"
"a5044dc4-f997-415b-9c11-d3c11c36b907",2025-10-06,"ORÇAMENTO ESTIMADO.pdf"," ","ORÇAMENTO ESTIMADO"
"aa4e9b8f-89d4-4b27-9aa1-5abbe5caab84",2025-10-06,"AUTORIZAÇÃO DA AUTORIDADE COMPETENTE.pdf"," ","AUTORIZAÇÃO DA AUTORIDADE COMPETENTE"
"7c648549-0fd5-4550-96b6-5b777eb915a1",2025-10-06,"RAZÃO DE ESCOLHA DO CONTRATADO.pdf"," ","RAZAO DE ESCOLHA DO CONTRATADO"
"e04be1e6-7875-4f14-8cb0-318fb379f30d",2025-10-06,"JUSTIFICATIVA DE DISPENSA.pdf"," ","JUSTIFICATIVA DE DISPENSA"
"06e28257-ce86-4f0b-ac3e-f8db9d570bc9",2025-10-03,"PARECER JURIDICO - DE 159.PMC.2024 - Aquisição de cortador de grama.pdf"," ","PARECER JURIDICO"
