arquivo,data,descricao,numero,tipo
"80d0d667-668a-4057-8e9c-54b62dca2df0",2024-08-06,"PRE 145.PMC.2024 - RP pneus novos para frota do 9° BPM.pdf"," ",EDITAL
"92a5cd45-c0a3-4d09-9132-3f09171d6563",2025-10-06,"COMPROVANTE DE PUBLICAÇÃO.pdf"," ","COMPROVANTE DE PUBLICAÇÃO"
"654664a8-626b-432b-ad02-1f558455dba3",2025-10-06,"Termo de Homologação e Adjudicação (unificado).pdf"," ",HOMOLOGAÇÃO
"c39cd862-f583-4ecf-b740-ae87a651782d",2025-10-06,"Ata Sessao Disputa.pdf"," ",ATAS
"797930e5-5c11-41c4-a277-6ae2dc99d0bc",2025-10-06,"Ata Adjudicacao.pdf"," ",ATAS
"2996be5f-c30e-4492-a1f3-e19399766935",2025-10-02,"RECURSO BENÍCIO PNEUS.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"7ec271d1-ee88-49f8-b326-017232dc80b5",2025-10-02,"RECURSO DS PNEUS.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"901a32fc-7e31-4210-805b-30e4a0b710ca",2025-10-02,"CONTRARRAZÃO RIF COMERCIAL.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"c1ea2ca0-d903-429f-ab31-73b4f78df3ee",2025-10-02,"JULGAMENTO DE RECUSRO.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"cc6873ca-dbc5-4f67-ae7b-d856a2ae4b85",2025-10-03,"PARECER JURIDICO - PRE 145.PMC.2024 - RP pneus novos para frota do 9° BPM.pdf"," ","PARECER JURIDICO"
