ano,numero,dataEmissao,tipo,nomeCredor,valor
2024,2241,2024-05-15,Empenhar,"ALTERMED MATERIAL MEDICO HOSPITALAR LTDA",41.28
2024,2242,2024-05-15,Empenhar,"LA VITTA PRODUTOS HIGIENICOS LTDA",61255.5
2024,2243,2024-05-15,Empenhar,"PEROLA IMPORTADORA E DISTRIBUIDORA HOSPITALAR EIRELI",1908
2024,3066,2024-07-03,Empenhar,"LA VITTA PRODUTOS HIGIENICOS LTDA",142860
2024,3067,2024-07-03,Empenhar,"PEROLA IMPORTADORA E DISTRIBUIDORA HOSPITALAR EIRELI",607.6
2024,4188,2024-09-12,Empenhar,"PEROLA IMPORTADORA E DISTRIBUIDORA HOSPITALAR EIRELI",1011.2
2024,4189,2024-09-12,Empenhar,"LA VITTA PRODUTOS HIGIENICOS LTDA",111510
2024,4969,2024-10-31,Empenhar,"PEROLA IMPORTADORA E DISTRIBUIDORA HOSPITALAR EIRELI",1866.2
2024,4978,2024-10-31,Empenhar,"LA VITTA PRODUTOS HIGIENICOS LTDA",154356
2024,3687,2024-08-12,Empenhar,"LA VITTA PRODUTOS HIGIENICOS LTDA",103260
2025,391,2025-01-14,Empenhar,"LA VITTA PRODUTOS HIGIENICOS LTDA",115290
2025,392,2025-01-14,Empenhar,"PEROLA IMPORTADORA E DISTRIBUIDORA HOSPITALAR EIRELI",1122.2
2025,1886,2025-03-24,Empenhar,"LA VITTA PRODUTOS HIGIENICOS LTDA",79697.4
