acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
1013,2024,"APLICAÇÕES DIRETAS","Convênio de Trânsito - Prefeitura",15,18,44900000,"PREFEITURA MUNICIPAL DE CRICIÚMA"," ",1001,451,
1027,2024,"APLICAÇÕES DIRETAS","Convênio Trânsito - Militar",6,99,44900000,"SEC. MUN. DA FAZENDA"," ",1004,181,
1028,2024,"APLICAÇÕES DIRETAS","Convênio Trânsito - Civil",6,103,44900000,"SEC. MUN. DA FAZENDA"," ",1004,181,
1029,2024,,"Transf. de Convênios Estado Não rel. educ/saude/assist. social",6,106,44300000,"SEC. MUN. DA FAZENDA"," ",1004,181,
1031,2024,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,124,44900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,365,
1031,2024,"APLICAÇÕES DIRETAS","Salário Educação",12,124,44900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,365,
1032,2024,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Educação",12,133,44900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1032,2024,"APLICAÇÕES DIRETAS","Salário Educação",12,133,44900000,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1067,2024,"APLICAÇÕES DIRETAS","Transf. do Sist. Unico de Assist. Social-SUAS/União",8,7,33900000,UNESC," ",1014,244,
1067,2024,"APLICAÇÕES DIRETAS","Transf. do Sist. Unido de Assist. Social-SUAS/Estado",8,7,33900000,UNESC," ",1014,244,
1068,2024,"APLICAÇÕES DIRETAS","Transf. do Sist. Unido de Assist. Social-SUAS/Estado",8,13,33900000,UNESC," ",1014,244,
