arquivo,data,descricao,numero,tipo
"426a9a82-6d58-4859-bf5c-8c746d925eb6",2024-08-28,"PRE 002.FMAS.2024 - Aquisição de sistema de gestão.pdf"," ",EDITAL
"9deb8ddc-f7e8-43cd-928f-f27764960dc6",2025-10-06,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"76669795-95c9-425f-9c34-f1869e879d92",2025-10-06,"FORMALIZAÇÃO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"12a07ad6-443c-4055-9ba0-21414a0231d3",2025-10-06,"ORÇAMENTO ESTIMADO.pdf"," ","ORÇAMENTO ESTIMADO"
"3e397776-933f-4541-9f7d-05029b635d46",2025-10-06,"Ata Adjudicacao.pdf"," ",ATAS
"18a0e1d0-454c-4d5e-a5ef-630ee50553c6",2025-10-06,"Ata Sessao Final.pdf"," ",ATAS
"4854d2c0-7ce0-4116-8a53-5a276a23eed7",2025-10-06,"Ata Homologacao.pdf"," ",HOMOLOGAÇÃO
"4133dda3-75f6-4c3d-b730-915554066a85",2025-10-02,"RESPOSTA IMPUGNAÇÃO IDS.pdf"," ",RECURSO
"93bbf1e4-0971-48f4-af43-91ac56b8c716",2025-10-02,"RESPOSTA IMPUGNAÇÃO MENDES BESSA.pdf"," ",RECURSO
"2fa4dbc6-f100-4d3f-acac-c0deb1726d81",2025-10-02,"IMPUGNAÇÃO MENDES BESSA.pdf"," ",RECURSO
"2a915435-2402-4dcc-9e0b-9af917540681",2025-10-02,"IMPUGNAÇÃO IDS.pdf"," ",RECURSO
"68d54285-49fc-45d4-ab2a-e9f96190f08a",2025-10-03,"PARECER JURIDICO - PRE 002.FMAS.2024 - Aquisição de sistema de gestão - retificado.pdf"," ","PARECER JURIDICO"
