descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Desmontagem de Divisórias e Perfis metálicos",5573990,24,30,ATIVO,"METRO QUADRADO",457.2,15.24
"Divisória em gesso acartonado",5573991,25,50,ATIVO,"METRO QUADRADO",5923.5,118.47
"DIVISÓRIA EUCATEX 35MM, COM PERFIS EM AÇO ZINCADO E PINTURA EPÓXICA (INSTALADO)",5573992,26,100,ATIVO,"METRO QUADRADO",10897,108.97
"Fechadura cilíndrica porta divisória cromada",5573993,27,10,ATIVO,SERVIÇO,1231.9,123.19
"Forro modular EPS com perfis CLICK",5573994,28,15,ATIVO,"METRO QUADRADO",1489.35,99.29
"KIT PORTA DRY WALL PARA DIVISÓRIA EM GESSO ACARTONADO",5573995,29,5,ATIVO,UNIDADE,2346.55,469.31
"Montagem de Divisórias e Perfis metálicos",5573996,30,30,ATIVO,"METRO QUADRADO",763.5,25.45
"Película Fume Para Vidro",5573997,31,30,ATIVO,"METRO QUADRADO",6542.4,218.08
"Persiana horizontal de alumínio colocada",5573998,32,20,ATIVO,"METRO QUADRADO",3649,182.45
"PORTA EUCATEX 35MM COMPLETA 0,82X2,11 MT.",5573999,33,10,ATIVO,UNIDADE,3692.1,369.21
"REPOSIÇÃO DE VIDROS 03MM",5574000,34,10,ATIVO,"METRO QUADRADO",185.2,18.52
"Vidro Fumê 04mm colocado",5574001,35,10,ATIVO,"METRO QUADRADO",2186.8,218.68
"VIDRO LISO 03MM (COLOCADO)",5574002,36,15,ATIVO,"METRO QUADRADO",2204.55,146.97
"VIDRO TEMPERADO 08MM (COLOCADO)",5574003,37,5,ATIVO,SERVIÇO,3530.95,706.19
