arquivo,data,descricao,numero,tipo
"2309b84e-e0e0-4e23-9f43-85e043c461b8",2024-08-16,"PRE 111.PMC.2024 - RP aquisição de materiais funilaria e pintura.pdf"," ",EDITAL
"b327ead0-c8bc-4a17-b8f8-8af7b9d3d181",2024-08-19,"pub 111.pdf"," ","COMPROVANTE DE PUBLICAÇÃO"
"4699335d-11bf-4fe8-a920-a2defe85eef8",2024-08-19,"1 - FORMALIZACAO DE DEMANDA (1).pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"293e76e8-532f-492f-a698-f5beabdb9884",2024-08-19,"4 - TERMO DE REFERENCIA (1).pdf"," ","TERMO DE REFERENCIA"
"15997988-04f6-45bd-bd97-fcc8c2a1a645",2024-08-19,"7 - PLANILHA ORCAMENTARIA (1).pdf"," ","ORÇAMENTO ESTIMADO"
"5b6ca00c-d7f6-44ab-bcdd-20209ddbc517",2024-08-19,"2 - ETP - ESTUDO TECNICO PRELIMINAR.pdf"," ",ETP
"100077a4-08f5-42d3-8b07-921c0872024c",2025-10-02,"AtaHomologacao_e5320240816151707908.pdf"," ",HOMOLOGAÇÃO
"b8db3544-21a0-44b7-89b9-81c8efc92363",2025-10-02,"AtaSessaoDisputa_Parte1-1_e5320240719101935929.pdf"," ",ATAS
"95b8d804-1d94-4c01-a6a6-32602dfea1d8",2025-10-02,"VencedoresProcessoAdjudicacao_e5320240816151658026.pdf"," ",ATAS
"b4666c2d-1348-4277-8f58-6474d9948005",2025-10-02,"IMPUGNAÇÃO CRIPEL.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"d7c99f3d-adeb-4f5f-bbee-171aa9d9df47",2025-10-02,"JULGAMENTO KING X DZ.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"7b783295-16e6-4892-80cd-10220af0a229",2025-10-02,"RECURSO DZ.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"ba2dba81-79cc-48cc-8f8d-081d16b1cb88",2025-10-02,"RESPOSTA IMPUGNAÇÃO CRIPEL.docx"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"1b2da6ec-f019-40a8-80bb-92a7b7321960",2025-10-02,"CONTRARRAZÃO KING OF FILTER.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"7ca80502-5b02-405c-a274-9b07620f33d8",2025-10-03,"PARECER JURIDICO - PRE 111.PMC.2024 - RP aquisição de materiais funilaria e pintura.pdf"," ","PARECER JURIDICO"
