arquivo,data,descricao,numero,tipo
"5345b9a0-8a41-4e7f-b380-8e7ae32eb64f",2025-10-03,HOMOLOGAÇÃO.pdf," ",HOMOLOGAÇÃO
"a887877e-3757-42b3-b8df-cec9e051e504",2024-09-16,"PRE_026.PMC.2024_-_RP_de_horas_de_terraplanagem_PMC_assinado.pdf"," ",EDITAL
"d3d2beeb-1f55-4dcd-b458-08f466d304ea",2024-10-14,"4_-_TERMO_DE_REFERENCIA_-_MEMORIAL_DESCRITIVO_assinado.pdf"," ","TERMO DE REFERENCIA"
"2eb3c833-e380-4a94-8936-d4f84d881b47",2025-10-02,ART.pdf," ",ART
"f9c63714-2b28-467f-a0f4-8a5a4afdf24b",2025-10-02,"TERMO DE REFERENCIA.pdf"," ","PROJETO EXECUTIVO"
"10700601-30ed-451d-a9d4-f23164b2e638",2025-10-03,"PARECER JURIDICO - PRE 026.PMC.2024 - RP de horas de terraplanagem PMC.pdf"," ","PARECER JURIDICO"
"7538334c-f43c-4ced-b646-69efb54895d2",2025-10-03,"ATA DE PROPOSTAS.pdf"," ","ata de sessão"
"5a08f41f-c8aa-401f-a6d6-c6d03d099a63",2025-10-03,"ATA FINAL.pdf"," ","ata de sessão"
"f1efa5b2-b8b0-411a-8ade-3a362a426178",2025-10-03,"TERMO DE ADJUDICAÇÃO.pdf"," ","ata de sessão"
"ffb7eb20-8a94-4e36-9185-158ab44b80f7",2025-10-03,"RELATORIO DE PROPOSTA COMERCIAL.pdf"," ","ata de sessão"
