arquivo,data,descricao,numero,tipo
"14b5e9ac-d34b-4ce0-9f88-4f1efded1b48",2025-10-03,EDITAL.pdf," ",EDITAL
"9de8dcac-0e6c-4a2f-b446-fc768bb996c8",2025-10-03,PUBLICAÇÃO.pdf," ","COMPROVANTE DE PUBLICAÇÃO"
"2e0db9ec-394e-47ec-9153-c2b93f5a498f",2025-10-03,HOMOLOGAÇÃO.pdf," ",HOMOLOGAÇÃO
"b8b34465-158d-4fc6-8f06-3dbf53323035",2025-10-03,"RECURSO - SR - CRICIUMA - ASSINADO.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"109f1344-5fd8-4aa6-8e86-2a7efc539ac3",2025-10-03,"Recurso - PRE 038.PMC.2024 - SR ROMANELLI FILHO x METALÚRGICA PERPÉTUO SOCORRO (1).pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"8bef2fe4-34ed-4474-a530-edefc96a5fb8",2025-10-03,"CONTRARRAZÃO Criciúma- SC.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"23a30a64-a156-4821-a1cc-1efa4b031dde",2025-10-03,"Recurso - PRE 038.PMC.2024 - SR ROMANELLI FILHO x METALÚRGICA PERPÉTUO SOCORRO.pdf"," ","RECURSOS/IMPUGNAÇÕES/MEMORANDOS"
"659908c6-cc79-43a1-9112-29e3c842750e",2025-10-03,"PARECER JURIDICO - PRE 038.PMC.2024 - Aquisição de tanque para caminhão espargidor.pdf"," ","PARECER JURIDICO"
"4bffb24b-ef1a-453c-bfb0-65c5a4583cd0",2025-10-03,"VENCEDORES DO PROCESSO.pdf"," ","ata de sessão"
"469ba73c-ea66-41cc-b380-4c910464bd14",2025-10-03,"ATA DE PROPOSTA READEQUADA.pdf"," ","ata de sessão"
"c98d4e0e-704f-4423-af24-333cf37e1215",2025-10-03,"ATA FINAL.pdf"," ","ata de sessão"
"e70646e9-b7ae-4476-b852-160bffb76f21",2025-10-03,"ATA DE PROPOSTAS.pdf"," ","ata de sessão"
"a4fc70d4-6a79-4880-8869-b9763596edad",2025-10-03,"TERMO DE ADJUDICAÇÃO.pdf"," ","ata de sessão"
