arquivo,data,descricao,numero,tipo
"a1717a2c-cc1c-4b21-90bc-c2f974b56f93",2025-10-03,PUBLICAÇÃO.pdf," ","COMPROVANTE DE PUBLICAÇÃO"
"92ccd21f-2709-4e16-92a9-d479e59d72b3",2025-10-03,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"bcd8625e-414c-4d62-b0a9-e2fcca055982",2025-10-03,"PLANILHA ORÇAMENTARIA.pdf"," ","ORÇAMENTO ESTIMADO"
"6881e928-eb63-4f08-a4bf-fbf8518844a6",2025-10-03,"FORMALIZAÇÃO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"a477f155-f655-4397-9651-c2974c43f640",2024-10-23,"PRE 066.PMC.2024- Aquisição de materais de educação física para escolas.pdf"," ",EDITAL
"a60edd39-a400-4608-b795-411b42e2c066",2025-10-03,"Ata Sessao Disputa.pdf"," ",ATAS
"4dc56236-1c4b-4082-ba54-b9b2e1fc1b8f",2025-10-03,"Vencedores Processo Adjudicacao.pdf"," ",ATAS
"2698ef1b-31f8-403b-bbaf-38aa99f4050c",2025-10-03,"Ata Homologacao.pdf"," ",HOMOLOGAÇÃO
"6124ba79-80b5-42ee-a8e9-cf4d86943a95",2025-10-02,"JULGAMENTO DE RECURSO.pdf"," ",RECURSO
"83b730d0-446a-47f8-9f10-2a0cd3cd0995",2025-10-02,"RECURSO RCK.pdf"," ",RECURSO
"8810ce99-66fe-41f7-b95b-6e98d1a20267",2025-10-03,"PARECER JURIDICO - PRE 066.PMC.2024- Aquisição de materais de educação física para escolas.pdf"," ","PARECER JURIDICO"
