arquivo,data,descricao,numero,tipo
"7481e88b-3fb4-4f58-b766-d688f08ca863",2024-05-22,"PRE 082.PMC.2024 - RP aquisição uniformes e materiais para as bandas.pdf"," ",EDITAL
"c132a679-a972-4bd6-9f25-400e9b900118",2025-10-03,"PLANILHA ORÇAMENTÁRIA.pdf"," ","ORÇAMENTO ESTIMADO"
"4fbea441-b607-4280-a458-b9aacb32aa3b",2025-10-03,"TERMO DE REFERÊNCIA.pdf"," ","TERMO DE REFERENCIA"
"6b490647-5835-4266-931b-d494d5ffe900",2025-10-03,"FORMALIZAÇÃO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"0691910d-2783-413d-a752-98c0ded1c67f",2025-10-03,PUBLICAÇÃO.pdf," ","COMPROVANTE DE PUBLICAÇÃO"
"21e9692c-0108-466e-84a1-9a8311253626",2025-10-03,"Relatorio de Lance.pdf"," ","RAZAO DE ESCOLHA DO CONTRATADO"
"0b10650d-4e33-4ccb-ad5b-b901eba5b96a",2025-10-03,"Ata Sessao Disputa.pdf"," ",ATAS
"ee966c3d-0c11-42c5-8591-3b55ee1991db",2025-10-03,"Vencedores Processo Adjudicacao.pdf"," ",ATAS
"7a45a6fb-ba5e-41b9-8b98-8874d901adc0",2025-10-03,Homologacao.pdf," ",HOMOLOGAÇÃO
"0e83a75f-3726-4c10-9e2c-2ab09bef8d6c",2025-10-03,"PARECER JURIDICO - PRE 082.PMC.2024 - RP aquisição uniformes e materiais para as bandas.pdf"," ","PARECER JURIDICO"
