arquivo,data,descricao,numero,tipo
"3631e1ff-a697-4456-a8dc-7483d2d421e5",2024-12-23,"PRE 221.PMC.2024 - Construção de cobertura metálica 9ºBPM.pdf"," ",EDITAL
"cf6ce1b5-e097-4440-948e-c1f228f0eb42",2025-10-03,"PARECER JURIDICO - PRE 221.PMC.2024 - Construção de cobertura metálica 9ºBPM - RETIFICADO.pdf"," ","PARECER JURIDICO"
