descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"CHEVROLET TRACKER (2020 A 2023) LT 1.0 12V TURBO FLEX 2022",6697883,2,160,ATIVO,UNIDADE,27200,90
"CHEVROLET ONIX (2020 A 2023) MEC 1.0 12V FLEX 2021",6697885,3,160,ATIVO,UNIDADE,26132.8,79
"RENAULT LOGAN EXPRESSION 1.6 8V FLEX 2013",6697886,4,160,ATIVO,UNIDADE,26132.8,75
"FIAT PALIO WEEKEND FASE 4 ADVENTURE 1.8 16V FLEX 2018",6697887,5,160,ATIVO,UNIDADE,26132.8,80
"FORD RANGER XLT 3.2 TURBO DIESEL 4X4 AUT 2018",6697889,7,160,ATIVO,UNIDADE,34132.8,76
"MERCEDES-BENZ SPRINTER FURGÃO (2020 A 2022) 416 CDI - EXTRA LONGO TETO ALTO OM-651 CDI 2020",6697890,8,160,ATIVO,UNIDADE,37867.2,74
"FORD FIESTA SEDAN (2008 A 2010) 1.6 1.6 8V FLEX 2010",6697891,9,160,ATIVO,UNIDADE,26132.8,77
"CHEVROLET S10 NOVA LT CD 2.8 TURBO DIESEL 4X2 AUT 2013",6697893,10,160,ATIVO,UNIDADE,34132.8,77
"RENAULT DUSTER (2016 A 2020) DYNAMIQUE AUT 1.6 16V FLEX 2018",6697894,11,160,ATIVO,UNIDADE,26132.8,89
"FIAT STRADA FASE 4 WORKING CD 3P 1.4 8V FLEX 2015",6697896,12,160,ATIVO,UNIDADE,26132.8,74
"JEEP COMPASS LONGITUDE 2.0 TURBO DIESEL 4X4 2021",6697897,13,160,ATIVO,UNIDADE,34132.8,89
"MARCOPOLO/VOLARE V6L MO 2015",6697899,14,160,ATIVO,UNIDADE,37867.2,87
"VOLKSWAGEN GOL G7 TRENDLINE 4P 1.0 12V FLEX 2018",6697900,15,160,ATIVO,UNIDADE,26132.8,77
"VOLKSWAGEN GOL 1.0 FLEX 4P 1.0 2020",6697902,16,160,ATIVO,UNIDADE,26132.8,85
"VOLKSWAGEN KOMBI STANDARD STANDARD 1.6 EFI GASOLINA 2002",6697903,17,160,ATIVO,UNIDADE,26132.8,64
"VOLKSWAGEN SPACEFOX G3 COMFORTLINE 1.6 8V FLEX 2017",6697905,18,160,ATIVO,UNIDADE,26132.8,72
"CHEVROLET TRAILBLAZER (2017 A 2023) PREMIER 2.8 TURBO DIESEL 4X4 AUT 2020",6697906,19,160,ATIVO,UNIDADE,34132.8,88.5
"CHEVROLET CELTA 1.0L LS 2013",6697907,20,160,ATIVO,UNIDADE,26132.8,72
"JEEP RENEGADE (2019 A 2021) STD 1.8 16V FLEX AUT 2021",6697908,21,160,ATIVO,UNIDADE,30400,88.5
"VW/CONSTELLATION 24.250 CABINE SIMPLES CUINS 6.0 250CV 6X2 2011",6697910,22,160,ATIVO,UNIDADE,37867.2,88
"CHEVROLET EQUINOX PREMIER 1.5 TURBO CV 2023/2023",6697918,23,160,ATIVO,UNIDADE,30932.8,89
"CHEVROLET TRAILBLAZER LT D4A (2023 A 2024)",6697919,24,160,ATIVO,UNIDADE,30932.8,89
