arquivo,data,descricao,numero,tipo
"9b3258c2-8e7f-479f-8c29-ad84ee4afff9",2025-10-03,"HOMOLOGAÇÃO E ADJUDICAÇÃO.pdf"," ",HOMOLOGAÇÃO
"2d105f45-16c5-45ea-9818-7f8e49cf234c",2024-06-26,PRE_021.PMC.2024.pdf," ",EDITAL
"3d639cc9-50e7-4176-97ae-b739de565095",2025-10-03,"PARECER JURIDICO - PRE 021.PMC.2024 - RP de materiais de mimos, brindes e solenidades do 4º BBM.pdf"," ","PARECER JURIDICO"
"b112dfa2-5918-4b21-907b-8d7b03efc3ed",2025-10-03,"RANKING DE PROCESSO.pdf"," ","ata de sessão"
"4d7da151-9f48-4dc7-82b6-8ac8cb351d7e",2025-10-03,"ATA PARCIAL.pdf"," ","ata de sessão"
"35bb4b5c-beaa-42e1-ae08-cb6460a60d1b",2025-10-03,"VENCEDORE DO PROCESSO.pdf"," ","ata de sessão"
"2e01be86-44e2-4fe0-aba7-f7e74a4e5cb2",2025-10-03,"RELATORIO DE PROPOSTA COMERCIAL.pdf"," ","ata de sessão"
"596c32f3-7f3d-4f13-a16f-08bd039557e7",2025-10-03,"ATA DE PROPOSTAS READEQUADAS.pdf"," ","ata de sessão"
"b930e54b-fc8a-4520-a833-4c036e3c598e",2025-10-03,"ATA FINAL.pdf"," ","ata de sessão"
"046f945e-1917-4c58-8f02-4862dd335901",2025-10-03,"ATA DE PROPOSTAS.pdf"," ","ata de sessão"
