descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"SERVIDOR DE ARQUIVOS",14911993,1,VENCEU," ",8343.75,8343.75
"Serviço para migração e instalação do servidor de arquivos",14911993,1,VENCEU," ",3750,3750
