arquivo,data,descricao,numero,tipo
"899876d6-a65b-4ff0-bcda-dbe6c3f24b23",2024-09-06,"Dispensa Eletrônica 166.PMC.2024 - Aquisição de cofre de armazenamento de armas.pdf"," ",EDITAL
"f5767226-2e08-42cd-b44c-2e1f9690ea7f",2025-10-06,"AUTORIZAÇÃO DA AUTORIDADE COMPETENTE.pdf"," ","AUTORIZAÇÃO DA AUTORIDADE COMPETENTE"
"e25a04d5-b27c-4086-b57f-ab7e9c4b019e",2025-10-06,"RAZÃO DE ESCOLHA DO CONTRATADO.pdf"," ","RAZAO DE ESCOLHA DO CONTRATADO"
"00258068-f472-4d0e-96d2-dc3bbd127f87",2025-10-06,ETP.pdf," ","ESTUDO TECNICO PRELININAR"
"7c6a532e-0cbe-4485-a610-9b907308ac5a",2025-10-06,"TERMO DE REFERENCIA.pdf"," ","TERMO DE REFERENCIA"
"b9db4e6a-cd9b-40e2-b318-c6ba71a056fa",2025-10-06,"COMPROVANTE DE PUBLICAÇÃO.pdf"," ","COMPROVANTE DE PUBLICAÇÃO"
"ea352dde-ab33-4f8e-b3eb-903a4cd748e3",2025-10-06,"COMPROVAÇÃO DE HABILITAÇÃO.pdf"," ","COMPROVAÇÃO DE HABILITAÇÃO"
"21ff825a-7d2b-48c7-a701-398fec430b7a",2025-10-06,"FORMALIZAÇÃO DE DEMANDA.pdf"," ","DOCUMENTO DE FORMAIZAÇÃO DE DEMANDA"
"6e426f7c-acd1-4c22-8e12-c3ae0038ddd8",2025-10-06,"JUSTIFICATIVA DE DISPENSA.pdf"," ","JUSTIFICATIVA DE DISPENSA"
"04130e1b-f7a2-4e23-a955-3adf94261803",2025-10-06,"JUSTIFICATIVA DO PREÇO.pdf"," ","JUSTIFICATIVA DO PREÇO"
"14961bd8-a753-43b0-86e6-218f499a29fe",2025-10-06,"Ata Adjudicacao.pdf"," ",ATAS
"6916a715-73fc-4a02-a551-d51c57eea090",2025-10-06,"Ata Sessao Final.pdf"," ",ATAS
"3ff12417-675a-4308-a21d-095aeea29e9b",2025-10-06,"Ata Homologacao.pdf"," ",HOMOLOGAÇÃO
"be57a6bd-7914-4aa2-9ff7-0a1fa0dd0e46",2025-10-03,"PARECER JURIDICO - DE 166.PMC.2024 - Aquisição de cofre de armazenamento de armas.pdf"," ","PARECER JURIDICO"
