descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"EFFA CAMINHONETE C. FECHADA V21 2017",3417970,1,1,ATIVO,UNIDADE,2539.06,62
"FIAT DOBLO (17 -20 ) ESSENCE 7L E 1.8 8V Flex 2017 - 2020",3417971,3,3,ATIVO,UNIDADE,7617.18,64
"FIAT DUCATO (06 -09) MULTI TETO ALTO 2.8 Turbo Diesel JTD 2009",3417972,5,1,ATIVO,UNIDADE,2539.06,64
"FIAT DUCATO (14 -21) VAN MINIBUS 2.3 Multijet Economy 16v 2014 – 2021",3417973,6,2,ATIVO,UNIDADE,5078.12,65
"FIAT MOBI EASY 1.0 FLEX 4P 2018",3417974,8,39,ATIVO,UNIDADE,99023.34,75
"FIAT MOBI LIKE 1.0 FLEX 4P 2019 – 2020",3417975,9,2,ATIVO,UNIDADE,5078.12,65
"FIAT PALIO FASE II 4P FIRE 1.0mpi Fire Flex 8v 2015",3417976,10,1,ATIVO,UNIDADE,2539.06,70
"FIAT SIENA 1.4 Fire 8V Flex 2021",3417977,14,2,ATIVO,UNIDADE,5078.12,64
"FIAT STRADA HD WORKING CC E GASOLINA 2017",3417978,15,1,ATIVO,UNIDADE,2539.06,65
"FORD KÁ SE 1.5 SD B 2018",3417979,17,1,ATIVO,UNIDADE,2539.06,62
"GM ONIX PLUS 10TMT LT1 2022",3417980,19,1,ATIVO,UNIDADE,2539.06,62
"GM S-10 RODEIO 2.8 D 4X4 DIESEL 2011",3417981,21,1,ATIVO,UNIDADE,2539.06,62
"GM S-10 LTZ FD4A 2020",3417982,23,1,ATIVO,UNIDADE,2539.06,62
"GM SPIN 1.8L AT PREMIER FLEX 2020 - 2022",3417983,25,3,ATIVO,UNIDADE,7617.18,62
"HYUNDAI HR HDB 2013 - 2020",3417984,29,8,ATIVO,UNIDADE,20312.48,65
"IVECO MIC.ONIB. VAN DAILY 55C16 TCA 2018",3417985,30,1,ATIVO,UNIDADE,2539.06,65
"KIA BONGO K2500 LD 2009",3417986,32,1,ATIVO,UNIDADE,2539.06,61
"M. BENZ 516 CDI SPRINTER MICROONIBUS 2021",3417987,39,1,ATIVO,UNIDADE,2539.06,61
"M. BENZ 415 CDI SPRINTER MICROONIBUS 2019",3417988,41,1,ATIVO,UNIDADE,2539.06,61
"NISSAN FRONTIER SV ATTACK AT. 4x4 2.5 Turbo-Diesel 174cv 2015",3417989,42,1,ATIVO,UNIDADE,2539.06,62
"PEUGEOT 207 HB ACTIVE 1.4 8v Flex 2015",3417990,43,1,ATIVO,UNIDADE,2539.06,62
"PEUGEOT BOXER EUROLAF 2021",3417991,46,2,ATIVO,UNIDADE,5078.12,61
"PEUGEOT PARTNER 1.6 2021- 2022",3417992,47,4,ATIVO,UNIDADE,10156.24,64
"VW GOL 1.6L MB5 4P (2019 - 2020)",3417993,54,8,ATIVO,UNIDADE,20312.48,65
"VW GOL TRENDLINE 1.6 8V FLEX 2017-2018",3417994,56,4,ATIVO,UNIDADE,10156.24,65
"VW SAVEIRO ROBUST CAB. SIMPLES 1.6 8V FLEX 2018-2019",3417995,58,2,ATIVO,UNIDADE,5078.12,64
"AGRALE/8500 TCA(Nacional) 2010",3417996,62,3,ATIVO,UNIDADE,7617.18,62
"FORD/CARGO 1317 E(Nacional) 2010",3417997,64,6,ATIVO,UNIDADE,15234.36,68
"FORD/CARGO 1415(Nacional) 1990",3417998,65,1,ATIVO,UNIDADE,2539.06,61
"FORD CARGO 1723B  - 2020",3417999,66,1,ATIVO,UNIDADE,2539.06,61
"FORD/CARGO 2631 6X4(Nacional) 2019",3418000,68,2,ATIVO,UNIDADE,5078.12,61
"FORD/CARGO 712 (Nacional) 2010",3418001,69,1,ATIVO,UNIDADE,2539.06,61
"FORD/CARGO 815 E(Nacional) 2010",3418002,70,2,ATIVO,UNIDADE,5078.12,61
"FORD/CARGO 816 S (Nacional) 2013",3418003,71,1,ATIVO,UNIDADE,2539.06,61
"HYUNDAI HD80 - 2019",3418004,72,2,ATIVO,UNIDADE,5078.12,61
"HYUNDAI HD80 2021 - 2022",3418005,73,2,ATIVO,UNIDADE,5078.12,61
"IVECO/CITYCLASS 70C17 (Nacional) 2014",3418006,74,1,ATIVO,UNIDADE,2539.06,61
"IVECO/CITYCLASS 70C17 (Nacional) 2016",3418007,75,1,ATIVO,UNIDADE,2539.06,61
"IVECO/GRANCLASS 150S21E (Nacional) 2017",3418008,76,1,ATIVO,UNIDADE,2539.06,61
"IVECO TECTOR 170E28 (NACIONAL) 2020",3418009,77,1,ATIVO,UNIDADE,2539.06,61
"M.BENZ/710 (Nacional) 2001",3418010,78,1,ATIVO,UNIDADE,2539.06,65
"M.BENZ/L 1113(Nacional) 1978",3418011,79,1,ATIVO,UNIDADE,2539.06,70
"M. BENZ/2213 - 1976",3418012,80,1,ATIVO,UNIDADE,2539.06,61
"M.BENZ/L 608 D(Nacional) 1983",3418013,81,1,ATIVO,UNIDADE,2539.06,61
