descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Guarnição Silicone 9,0x11mm",2503023,1,3,ATIVO,MT,201.75,67.25
"Mangueira montada com 1500 mmct VPS 3/4"" para alta temperatura 300ºC",2503024,2,1,ATIVO,UNIDADE,699.5,699.5
"Mangueira PU 6mm azul",2503025,3,3,ATIVO,MTS,54.9,18.3
"Mangueria 1/2"" cristal trançada 250 PSI",2503026,4,10,ATIVO,MTS,147.5,14.75
"Sensor de temperatura PT-100 3 fios para autoclave HS250L da",2503027,5,2,ATIVO,UNIDADE,1389.6,694.8
"Valvula de segurança 12,7 x 12,7 M/F 50 PSI para autoclave Sercon",2503028,6,2,ATIVO,UNIDADE,1899.8,949.9
"Valvula de Segurança Termostatica para autoclave AHMC5 e AHMC10, Sercon",2503029,7,30,ATIVO,UNIDADE,1432.5,47.75
"Resistencia bujão 5000W 220/380V 400mm",2503030,8,3,ATIVO,UNIDADE,1184.85,394.95
"Kit de reparo FV-158959 em viton",2503031,9,4,ATIVO,UNIDADE,2339.6,584.9
"Conector sindal barra c/ 12 entradas",2503032,10,2,ATIVO,UNIDADE,29.98,14.99
"Suporte para uma carcaça de 5 e 10x2,1/2",2503033,11,1,ATIVO,UNIDADE,47.7,47.7
"Carcaça para filtro 10x2,1/2 com rosca de 1/2""",2503034,12,1,ATIVO,UNIDADE,129.5,129.5
"Manometro de painel 0-7kg/cm2 para autoclave",2503035,13,1,ATIVO,UNIDADE,394.99,394.99
"Manovacuometro de painel -1-6kg/cm2 para autoclave",2503036,14,1,ATIVO,UNIDADE,449.85,449.85
"Guarnição de silicone 12,0 x 13,0 mm",2503037,15,3,ATIVO,MTS,343.5,114.5
"Rele de Estado Solido 40A de 200-240 V p/ autoclave AHMC10, Sercon",2503038,16,15,ATIVO,UNIDADE,3149.85,209.99
"Lâmpada de LED Par 20 220V 7W - E27 para foco ginecológico",2503039,17,15,ATIVO,UNIDADE,895.5,59.7
"Lâmpada dicróica 15V - 150W GZ6,35 para Colposcópio DF Vasconcelos",2503040,18,2,ATIVO,UNIDADE,248,124
