descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Auto para coleta de água para consumo humano- 2 vias autocop",2475990,4,50,ATIVO,BLOCO,575,11.5
"AUTORIZAÇÃO PARA TRATAMENTO DENTÁRIO",2475991,6,120,ATIVO,BLOCO,412.8,3.44
"Bacteriologia da tuberculose .",2475992,7,30,ATIVO,BLOCO,147,4.9
"Boletim de Campo FAD RG 02",2475993,10,400,ATIVO,BLOCO,1316,3.29
"BPA individualiazado 2 vias autocopiativo",2475994,11,30,ATIVO,BLOCO,360,12
"Condição Sócio Econômica- CAPS II",2475995,12,10,ATIVO,BLOCO,138,13.8
"Consentimento informado - 2 vias autocopiativo",2475996,13,35,ATIVO,BLOCO,385,11
"Controle de TOD",2475997,14,100,ATIVO,BLOCO,345,3.45
"Cuidados para vasectomia- 23x16 cm 2 vias autocopiativo",2475998,15,40,ATIVO,BLOCO,312,7.8
"Dados do atendimento do paciente- RAAS CAPS II",2475999,16,40,ATIVO,BLOCO,196,4.9
"Dados do atendimento do paciente- RAAS CAPS III",2476000,17,40,ATIVO,BLOCO,196,4.9
"DOTS- Planilha Acompanhamento de Tratamento",2476001,19,7,ATIVO,BLOCO,133,19
"Estudo sócio-econômica CAPS II ad-",2476002,20,10,ATIVO,BLOCO,139,13.9
"Etique laboratório Dengue (picotado)",2476003,21,10,ATIVO,BLOCO,135,13.5
"Ficha clínica Tuberculose",2476004,23,10,ATIVO,BLOCO,138,13.8
"Ficha Controle de Atendimento frente e verso",2476005,24,20000,ATIVO,UNIDADE,780,0.039
"Ficha de acolhimento CAPS II ad 4 páginas",2476006,25,40,ATIVO,BLOCO,552,13.8
"Ficha de acolhimento CAPS II.",2476007,26,40,ATIVO,BLOCO,206,5.15
"Ficha de acolhimento CAPS III",2476008,27,40,ATIVO,BLOCO,206,5.15
"ficha de Observação do animal agressor",2476009,30,20,ATIVO,BLOCO,161.6,8.08
"Ficha de Procedimento e-sus- frente e verso",2476010,31,50,ATIVO,BLOCO,230,4.6
"Ficha de Visita Domiciliar E-SUS",2476011,32,100,ATIVO,BLOCO,390,3.9
"Ficha nominal- Programa Tuberculose- (papel offset 180gr)",2476012,34,300,ATIVO,UNIDADE,108,0.36
"Fluxo e contra-fluxo",2476013,35,300,ATIVO,BLOCO,861,2.87
"Memorando interno.",2476014,36,250,ATIVO,BLOCO,995,3.98
"Monitoramento das doenças Diarreicas Agudas- distribuição de",2476015,37,20,ATIVO,BLOCO,167.8,8.39
"Monitoramento das doenças Diarreicas Agudas-",2476016,38,20,ATIVO,BLOCO,169,8.45
"Orientações CAPS III-30x21cm - 1x1",2476017,39,40,ATIVO,BLOCO,236,5.9
"Planilha de visitas domiciliares- CAPS II",2476018,40,10,ATIVO,BLOCO,128.9,12.89
"Plano Terapêutico singular CAPS II ad- 30x21cm",2476019,41,20,ATIVO,BLOCO,188,9.4
"Prescrição de Óculos",2476020,42,20,ATIVO,BLOCO,140,7
"Programa de Combate a Tuberculose.",2476021,43,15,ATIVO,BLOCO,148.5,9.9
"Programa de controle da febre amarela dengue",2476022,44,10000,ATIVO,UNIDADE,780,0.078
"Programa de Planejamento Familiar",2476023,45,80,ATIVO,BLOCO,356,4.45
"Programa Nacional de Controle da Dengue - PNCD",2476024,46,800,ATIVO,BLOCO,1912,2.39
"Proposta de tratamento CAPS II ad",2476025,47,10,ATIVO,BLOCO,140,14
"Receituário B1",2476026,48,8000,ATIVO,BLOCO,3680,0.46
"Receituário B2- cor azul",2476027,49,500,ATIVO,BLOCO,450,0.9
"Receituário retinóide",2476028,50,50,ATIVO,BLOCO,121.5,2.43
"Registro de falta de paciente a atendimento odontológico",2476029,52,10,ATIVO,BLOCO,158,15.8
"Relatório Sócio Econômico",2476030,54,50,ATIVO,BLOCO,570,11.4
"SINAN - Acidente de Trabalho Grave",2476031,55,20,ATIVO,BLOCO,178,8.9
"SINAN - Acidentes por animais peçonhentos - frente e verso",2476032,56,10,ATIVO,BLOCO,169,16.9
"SINAN - Intoxicação exógena - 30x21cm -1x1",2476033,57,10,ATIVO,BLOCO,140,14
"SINAN- Atendimento Anti-Rábico Humano",2476034,58,20,ATIVO,BLOCO,179,8.95
"SINAN- Doenças exantemáticas febris",2476035,59,10,ATIVO,BLOCO,139.9,13.99
"SINAN- Ficha de investigação da dengue",2476036,60,10,ATIVO,BLOCO,139.9,13.99
"SINAN -Ficha de Notificação/ Conclusão",2476037,61,10,ATIVO,BLOCO,140,14
"SINAN- Síndrome Respiratória Aguda grave",2476038,62,10,ATIVO,BLOCO,140,14
"SINAN- Violência Doméstica sexual e/ou outras drogas violênc",2476039,63,30,ATIVO,BLOCO,202.2,6.74
"SINAN-Ficha de investigação Hepatites Virais-frente e verso",2476040,64,10,ATIVO,BLOCO,140,14
"SINAN-Ficha de notificação/ investigação Tuberculose",2476041,65,10,ATIVO,BLOCO,140,14
"Sistema de Vigilância Alimentar e Nutricional menores de 5 a",2476042,66,50,ATIVO,BLOCO,224.5,4.49
"Sistema de Vigilância Alimentar e Nutricional maiores de 5 a",2476043,67,30,ATIVO,BLOCO,179.1,5.97
"Solicitação de Eletrocardiograma",2476044,68,70,ATIVO,BLOCO,345.8,4.94
"Termo de compromisso - CAPS III",2476045,69,20,ATIVO,BLOCO,179.6,8.98
"Termo de responsabilidade - CAPS III",2476046,70,20,ATIVO,BLOCO,177.8,8.89
"Termo de solicitação e informação 2 vias autocopiativo",2476047,71,70,ATIVO,BLOCO,664.3,9.49
"Tratamento cirúrgico",2476048,72,5000,ATIVO,UNIDADE,245,0.049
"Receituário de Controle especial - 2 vias autocopiativo",2476049,73,6000,ATIVO,BLOCO,23040,3.84
"Folder 297x21cm 2 dobras",2476050,75,12500,ATIVO,UNIDADE,2750,0.22
"Folder 297x21cm 3 dobras- papel couche",2476051,76,18000,ATIVO,UNIDADE,3060,0.17
"Folder 57x21cm, 4x4 cores em couche",2476052,77,18000,ATIVO,UNIDADE,6480,0.36
"Folheto 14x22cm, 4x4 cores em couche brilho 150g",2476053,78,1500,ATIVO,UNIDADE,210,0.14
"Folder 40x21 cm",2476054,79,2000,ATIVO,UNIDADE,700,0.35
"Folder 297x21 3 dobras - papel couche;  cor 4x0 colorido, br",2476055,80,2500,ATIVO,UNIDADE,600,0.24
"Folheto 10,5x19,5cm em couche",2476056,81,3000,ATIVO,UNIDADE,450,0.15
"Folder 20x21cm 1 dobra",2476057,84,12000,ATIVO,UNIDADE,1320,0.11
"Panfleto 15x21cm papel couche colorido 4x4",2476058,85,25000,ATIVO,UNIDADE,2000,0.08
"Panfleto 15x21cm  papel couche 150g ; cor 4x4 colorido",2476059,86,10000,ATIVO,UNIDADE,900,0.09
"Pasta com Orelha com medidas aproximadas de 31x22cm",2476060,93,3000,ATIVO,UNIDADE,2640,0.88
"Bloco de formulário 2 vias com papel carbono: conforme modelo a ser encaminhado (“Comunicado de Visita – Escorpiões”; tamanho: 21,0 x 14,5 cm);",2476061,97,100,ATIVO,BLOCO,558,5.58
"Confecção de crachá",2476062,100,1500,ATIVO,UNIDADE,1950,1.3
AGENDA,2476063,122,500,ATIVO,UNIDADE,7950,15.9
"Caderno desafio fácil.",2476064,129,1200,ATIVO,UNIDADE,6000,5
"capa de transferencia .",2476065,131,10000,ATIVO,UNIDADE,5600,0.56
"Cartões (Dia do Professor, Diretor)",2476066,132,250,ATIVO,UNIDADE,337.5,1.35
Convites.,2476067,133,800,ATIVO,UNIDADE,1184,1.48
"Informativo: 27x20,5 cm",2476068,141,5000,ATIVO,UNIDADE,1150,0.23
