descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"MOUSE 1200DPI",3682160,34,100,ATIVO,UNIDADE,1339,13.39
"CABO DVIXDVI 1,8 M",3682161,52,50,ATIVO,UNIDADE,1584.5,31.69
"Cabo USB - C CABO TRANÇADO",3682162,59,200,ATIVO,UNIDADE,7266,36.33
"DVD+R",3682163,70,500,ATIVO,UNIDADE,9335,18.67
"DVD-R	4,7 Gb/ 16x",3682164,71,500,ATIVO,UNIDADE,2415,4.83
"MALETA p/ NOTEBOOK",3682165,77,50,ATIVO,UNIDADE,7333.5,146.67
"Pad Mouse com APOIO em Gel Ergonomico",3682166,81,50,ATIVO,UNIDADE,1049.5,20.99
"PATCH CORD na COR AZUL",3682167,84,100,ATIVO,UNIDADE,6783,67.83
"PEN DRIVE 100MB/s",3682168,85,50,ATIVO,UNIDADE,1494.5,29.89
PROCESSADOR.,3682169,91,20,ATIVO,UNIDADE,30499.8,1524.99
