arquivo,data,descricao,numero,tipo
"a0a8f70f-3a2d-49de-9803-a368f5aec434"," ","Pregão Presencial 075.PMC.2022 - Manutenção da frota CIRETRAN - 096.pdf"," ",Edital
"217ea2bd-99de-46ec-a47d-4282b66190cf"," ","PREGAO  075.PMC.2022 - FROTA LEVE.pdf"," ",Outros
