descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Joelho 90graus p/ esgoto primario dn100",1299547,402,5,ATIVO,UNIDADE,8,1.6
"Marco de cedrinho p/ porta de madeira 220x80x14cm",1299552,486,2,ATIVO,JOGO,98,49
"Trena fita aco 5mt",1301599,651,10,ATIVO,UNIDADE,49,4.9
"DESEMPENADEIRA DE PVC ESTRIADA PEQUENA",1303635,220,2,ATIVO,UNIDADE,3.96,1.98
"Joelho 90graus p/ esgoto secundario dn40",1305676,405,5,ATIVO,UNIDADE,1.5,0.3
"Espacador de piso 8mm",1307729,307,5,ATIVO,SACA,6,1.2
"CARRINHO DE MAO CACAMBA FERRO PNEU/CAMARA",1309753,105,1,ATIVO,UNIDADE,50,50
"Luva soldavel 50mm",1309775,476,5,ATIVO,UNIDADE,4.5,0.9
"Rolo la anti-gota 23cm sem cabo",1311785,592,5,ATIVO,UNIDADE,34,6.8
"Weber color rejunte flexivel branco 1kg",1311792,672,2,ATIVO,SACA,2,1
"Lixeira aco inox c/ pedal 12lt",1311797,445,1,ATIVO,UNIDADE,30,30
"Tubo extensivo porca pvc branco 0,72cm 030101",1313824,652,10,ATIVO,UNIDADE,24,2.4
"Suporte tv lcd 10-72 fixo",1315969,610,5,ATIVO,UNIDADE,80,16
"Esguicho revolver metalico prata.",1315973,680,2,ATIVO,UNIDADE,19.6,9.8
"cimento todas obras 50kg - nacional/votoran",1317950,181,150,ATIVO,SACA,2668.5,17.79
