descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"MANGUEIRA FREIO DIANTEIRO",1297340,795,15,ATIVO,PECAS,525,35
"LENTE LANTERNA TRASEIRA",1297341,791,15,ATIVO,PECAS,375,25
"LAMPADA DO PAINEL",1297342,785,30,ATIVO,UNIDADE,60,2
"JUNTA DO CILINDRO",1297343,778,15,ATIVO,PECAS,45,3
"JG DE ANEIS",1297344,772,15,ATIVO,JOGO,675,45
"MOLA PEDAL FREIO TRASEIRO",1297345,810,15,ATIVO,PECAS,60,4
"MOLA INTERNA VALVULA",1297346,807,15,ATIVO,PECAS,150,10
"GUIA VALVULA ADMISSÃO",1297347,762,15,ATIVO,PECAS,180,12
"FITA DE FREIO TRASEIRA",1297348,749,15,ATIVO,UNIDADE,375,25
"FIACAO PRINCIPAL",1297349,746,15,ATIVO,METRO,675,45
"PISCA COMPLETO",1297350,829,15,ATIVO,UNIDADE,375,25
"VALVULA AGULHA CARBURADOR",1297351,919,15,ATIVO,PECAS,90,6
"TELA FILTRO OLEO",1297352,911,15,ATIVO,PECAS,360,24
"TAMPA ENGRENAGEM REDUÇÃO",1297353,905,15,ATIVO,PECAS,450,30
"SUPORTE DO PEDAL DE APOIO ESQUERDO",1297354,894,15,ATIVO,PECAS,900,60
"ARRUELA 8mm",1297355,948,200,ATIVO,PECAS,120,0.6
"VISEIRA CAPACETE",1297356,931,15,ATIVO,PECAS,300,20
"VARETA OLEO",1297357,925,15,ATIVO,UNIDADE,60,4
"PROTETOR DO TANQUE",1297358,849,15,ATIVO,PECAS,375,25
"PORCA COROA",1297359,841,50,ATIVO,PECAS,150,3
"RETENTOR MESA  MAGNETO",1297360,863,15,ATIVO,PECAS,90,6
"PRISIONEIRO B CILINDRO",1297361,535,50,ATIVO,PECAS,500,10
"RETENTOR DO CAMBIO",1297362,550,50,ATIVO,UNIDADE,900,18
"SAPATA DE TRANSMISSÃO",1297363,578,50,ATIVO,PECAS,4000,80
"MANGUEIRA COMBUSTIVEL",1297364,485,50,ATIVO,UNIDADE,150,3
"LAMPADA FAROL BIODO",1297365,478,100,ATIVO,UNIDADE,3800,38
"PEDAL CÂMBIO",1297366,515,50,ATIVO,UNIDADE,1450,29
"CAMARA DE AR PNEU DIANTEIRO",1297367,672,15,ATIVO,UNIDADE,375,25
"BUCHA DO FREIO TRASEIRO",1297368,657,15,ATIVO,PECAS,375,25
"BUCHA DA BALANCA",1297369,656,15,ATIVO,UNIDADE,120,8
"BRACO PEDAL CAMBIO",1297370,654,15,ATIVO,PECAS,390,26
BAU,1297371,645,15,ATIVO,PECAS,2850,190
"COROA CORRENTE PINHÃO",1297372,700,15,ATIVO,PECAS,1800,120
"CILINDRO EXT. GARFO DIANT. DIR. ( CANELA)",1297373,692,15,ATIVO,PECAS,1035,69
"SINALIZADOR TRASEIRO",1297374,582,50,ATIVO,PECAS,2000,40
"VALVULA DE ADMISSAO",1297375,607,50,ATIVO,UNIDADE,2750,55
"TELA FILTRO OLEO",1297376,596,50,ATIVO,PECAS,1000,20
"TAMPA ESQ. CABEÇOTE",1297377,592,50,ATIVO,PECAS,11000,220
"TAMBOR SELETOR",1297378,588,50,ATIVO,PECAS,6000,120
"SUPORTE ELEMENTO",1297379,586,50,ATIVO,PECAS,600,12
"SUPORTE CABO EMBREAGEM",1297380,584,50,ATIVO,PECAS,1000,20
"ÁRVORE MANIVELAS COMP.",1297381,638,15,ATIVO,PECAS,1350,90
"ARRUELA 10MM",1297382,634,200,ATIVO,UNIDADE,80,0.4
"ANEIS VEDAÇÃO MESA DO MAGNETO",1297383,630,15,ATIVO,PECAS,3375,225
"SERVIÇO DE SOLDA DO CHASSI",1297384,624,80,ATIVO,SERVIÇO,9600,120
"EMENDA CORRENTE",1297385,1183,30,ATIVO,UNIDADE,600,20
"JUNTA TAMPA LATERAL ESQUERDA",1297386,1220,30,ATIVO,PECAS,720,24
"INTERRUPTOR FREIO DIANTEIRO",1297387,1208,30,ATIVO,PECAS,750,25
"CAMARA DE AR PNEU DIANTEIRO",1297388,1155,30,ATIVO,UNIDADE,1050,35
BAU,1297389,1142,30,ATIVO,PECAS,5400,180
