descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"KIT REGULADOR DE PRESSÃO para  tratamento de oxigenoterapia",1261166,11,6,ATIVO,UNIDADE,2820,470
"CADEIRA PARA BANHO SIMPLES com pintura epóxy, assento em PV,",1261167,3,10,ATIVO,UNIDADE,3000,300
"CADEIRA DE RODA ESPECIAL dobrável, em X, sob medida. Aço c",1261168,4,8,ATIVO,UNIDADE,19920,2490
"CADEIRA DE RODAS aço com pintura epóxy. até 100 kg",1261169,5,10,ATIVO,UNIDADE,4780,478
"CADEIRA DE RODAS aço com pintura epóxy de 100 a 150 kg",1261170,6,2,ATIVO,UNIDADE,4740,2370
"COLAR CERVICAL sustentação confcecionada em plástico flexive",1261171,8,3,ATIVO,UNIDADE,249,83
"COLCHÃO PIRAMIDAL tipo caixa de ovo, confeccionado em espuma",1261172,9,6,ATIVO,UNIDADE,570,95
"COLETE PUTTI BAIXO confeccionado com elástico resistente lat",1261173,10,5,ATIVO,UNIDADE,965,193
"AMBÚ INFANTIL (REANIMADOR MANUAL) com reservatório. Promove",1261174,1,2,ATIVO,UNIDADE,488,244
"OXIMETRO Com display de LED, Intervalo de medição de Sp02 en",1261175,16,2,ATIVO,UNIDADE,446,223
"BENGALA para Deficiente Visual: Parte Metalica em aluminio,",1261176,18,5,ATIVO,UNIDADE,495,99
