descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Carbamazepina  	20 mg/mL 	Suspensão Oral	Frasco 100 mL",1309821,10,2000,ATIVO,FRASCO,19980,9.99
