descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"ESCORREDOR DE MASSA",1243316,13,20,ATIVO,UNIDADE,358.8,17.94
"BACIA 8 LITROS",1243317,4,80,ATIVO,UNIDADE,325.6,4.07
"BACIA 4 LITROS",1243318,3,50,ATIVO,UNIDADE,112.5,2.25
"ABRIDOR DE LATA",1243319,1,30,ATIVO,UNIDADE,69,2.3
"COLHER DE SERVIR",1243322,10,60,ATIVO,UNIDADE,470.4,7.84
"PRATO DE VIDRO TEMPERADO",1243324,42,400,ATIVO,UNIDADE,1696,4.24
"KIT PORTA MANTIMENTOS",1243325,41,20,ATIVO,UNIDADE,588.8,29.44
"POTE PLÁSTICO 730ML",1243326,40,40,ATIVO,UNIDADE,106.8,2.67
"POTE PLÁSTICO 1,3L",1243327,39,50,ATIVO,UNIDADE,159,3.18
"POTE PLÁSTICO 2,6L",1243328,38,50,ATIVO,UNIDADE,247,4.94
"POTE PLÁSTICO 800ML",1243329,37,40,ATIVO,UNIDADE,106.8,2.67
"ORGANIZADOR  DE PLÁSTICO 30 LITROS",1243330,28,50,ATIVO,UNIDADE,2472.5,49.45
"ORGANIZADOR  DE PLÁSTICO 75 LITROS",1243331,27,50,ATIVO,UNIDADE,3893.5,77.87
"JARRA G",1243333,24,40,ATIVO,UNIDADE,306.8,7.67
"FACA DE AÇOUGUE",1243368,16,25,ATIVO,UNIDADE,331.5,13.26
